Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Max Drawdown [%],4,13,5,ROKU,MACD,true,false,1,163,1.106166815653415,52.46913580246913,1.4196441972255194,0.5859709237128903,1.3830400750441603,-0.5097566874255389,0 days 23:59:59.999999999,0.05756385761320935,1.761708697889861,3.512609366958312,1.032310073015555,0,1943,1944 days 00:00:00,1000.0,2255.6487736485037,125.56487736485037,256.12766996343026,100.0,490.649433006076,24.37299031537404,572 days 00:00:00,162,-2.2556487736483177,13.694961946794601,-11.417111324188593,3.447001766920902,-2.572309877231019,1 days 00:00:00,1 days 00:00:00,7.764842113716984,0.7829251020286973,0.67701563714754,1.458737343201016,2.9691061006361155,44.77128362973505,3.8681125055667356,0.3771186440677966,-0.0009990009990009517,,,0.0004878784637745463,0.12294537287118566,1.255648773648503,0.11120567494994638,0.18898969872240168,163,0,2814.265873015873,,,,
Mean Profit Factor,11,12,2,ROKU,MACD,true,false,1,172,1.099645122546056,53.216374269005854,1.3607325276320923,0.5670099472755397,1.2747665942804736,-0.5137926262411471,0 days 23:59:59.999999999,0.06076184970283209,1.8589809572825529,3.7071538857436956,1.0540606945750126,0,1943,1944 days 00:00:00,1000.0,2245.3116175989367,124.53116175989368,256.12766996343026,100.0,514.2244432216733,20.888326737497017,413 days 00:00:00,171,-2.2453116175988725,13.694961946794601,-11.417111324188593,3.5450576236900027,-2.820519284645912,1 days 00:00:00,1 days 00:00:00,7.295654556821841,0.7349938119529428,0.7851497805866127,1.4124470688861857,2.6626159811394263,40.52742444570447,3.7414821292836202,0.3775100401606425,-0.0009990009990009689,,,0.0004983327356033958,0.12557984937205574,1.245311617598937,0.11054422638009065,0.20562808782378547,172,0,2814.265873015873,,,,
Mean Max Drawdown Duration,3,26,5,ROKU,MACD,true,false,1,165,1.093147462003623,52.4390243902439,1.4080156626717182,0.5670895513908949,1.2948471127511532,-0.5398801638932172,0 days 23:59:59.999999999,0.0582745225220144,1.7833247555326814,3.555841482243953,1.0113048355993057,0,1943,1944 days 00:00:00,1000.0,2178.494215259857,117.8494215259857,256.12766996343026,100.0,451.4548803737264,25.94991752668937,540,164,-2.178494215259434,13.694961946794601,-11.417111324188593,3.597412309649158,-2.774035541047703,1 days 00:00:00,1 days 00:00:00,7.199223838262903,0.7253414536748626,0.6066333334684374,1.412786010303264,3.126129436987939,43.02046973199178,3.869107141853256,0.3651452282157676,-0.0009990009990009556,,,0.0004779792692622955,0.12045077585409847,1.178494215259854,0.10620365815052724,0.19985419342211277,165,0,2814.265873015873,,,,
Mean Omega Ratio,4,24,4,ROKU,MACD,true,false,1,164,1.0794463658741706,52.14723926380368,1.3814537545589443,0.5577331594539947,1.2693310744239086,-0.5567179401896235,0 days 23:59:59.999999999,0.05791919006761188,1.7725167267112714,3.5342254246011326,0.9885913541737302,0,1943,1944 days 00:00:00,1000.0,2135.368011158217,113.53680111582169,256.12766996343026,100.0,459.8718041467085,24.07393142154637,461 days 00:00:00,163,-2.1353680111578797,13.694961946794601,-11.417111324188593,3.5931165441770183,-2.750056426462121,1 days 00:00:00,1 days 00:00:00,6.978548338462421,0.7111587023062801,0.635890405857523,1.4070540686456345,3.1488163226945143,43.58560329244576,3.8815284652293354,0.3625,-0.000999000999000958,,,0.00046721650518202046,0.11773855930586916,1.135368011158214,0.10334016539513402,0.1992500093146874,164,0,2814.265873015873,,,,
Median Avg Losing Trade [%],4,25,4,ROKU,MACD,true,false,1,164,1.0818304945826094,52.14723926380368,1.3986363466413594,0.556985874272349,1.2678394364818748,-0.5577160080049387,0 days 23:59:59.999999999,0.05791919006761188,1.7725167267112714,3.5342254246011326,0.9872667786896399,0,1943,1944 days 00:00:00,1000.0,2132.811683318195,113.28116833181949,256.12766996343026,100.0,444.1271635700149,26.633538023283897,683 days 00:00:00,163,-2.1328116833178683,13.694961946794601,-11.417111324188593,3.593116544177019,-2.751618060880176,1 days 00:00:00,1 days 00:00:00,6.9628496625859775,0.7102407105032127,0.5738047798972562,1.4062863794857596,3.152514681623767,43.56920690760129,3.8794107020296797,0.3625,-0.0009990009990009589,,,0.00046658992347107305,0.1175806607147104,1.1328116833181974,0.10316885493054073,0.19923998298353662,164,0,2814.265873015873,,,,
Median Best Trade [%],2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426 days 00:00:00,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1 days 00:00:00,1 days 00:00:00,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Most Worst Trade [%],2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426 days 00:00:00,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1 days 00:00:00,1 days 00:00:00,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Most Avg Winning Trade Duration,2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1,1 days 00:00:00,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Least Avg Winning Trade Duration,2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1,1 days 00:00:00,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Mean Avg Winning Trade Duration,2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1,1 days 00:00:00,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Median Avg Winning Trade Duration,2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1,1 days 00:00:00,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Most Avg Losing Trade Duration,2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1,1,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Least Avg Losing Trade Duration,2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1,1,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Mean Avg Losing Trade Duration,2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1,1,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Median Avg Losing Trade Duration,2,7,17,ROKU,MACD,true,false,1,187,1.0557355902153422,52.68817204301075,1.2907850206539064,0.4919995670603805,1.1847275406131204,-0.5592856377210483,0 days 23:59:59.999999999,0.06609183651886999,2.0211013896037056,4.031394750386001,0.9943810086701566,0,1943,1944 days 00:00:00,1000.0,2128.79142729927,112.87914272992698,256.12766996343026,100.0,562.7475408620979,17.18859608540472,426,186,-2.128791427298893,13.694961946794601,-11.417111324188593,3.4242819393254664,-2.7734967111439195,1,1,6.080216229712722,0.6970516089082911,0.8867286193380646,1.3599552914919697,2.3509514502866744,36.602604785436945,3.6624538543150043,0.3713235294117647,-0.0009990009990009725,,,0.0004703220205345275,0.11852114917470093,1.1287914272992632,0.10289907850330371,0.20463366455043214,187,0,2814.265873015873,,,,
Median Win Rate [%],2,21,6,ROKU,MACD,true,false,1,190,1.0258375276352474,51.85185185185185,1.2704129379926723,0.4757781129788725,1.1423552876587006,-0.5774042081868886,1 days 00:00:00,0.06715783388207758,2.0535254760679362,4.096242923314462,0.9770224759576436,0,1943,1944 days 00:00:00,1000.0,2082.384754934431,108.23847549344308,256.12766996343026,100.0,575.4262650209622,17.009476848212408,426 days 00:00:00,189,-2.0823847549340826,13.694961946794606,-11.417111324188593,3.5024620007477725,-2.7837276123107113,1 days 00:00:00,1 days 00:00:00,5.737921374017816,0.6719202576621778,0.8680867779668364,1.3412679158652272,2.3405901095654063,35.12301887533148,3.6918067387181472,0.3633093525179856,-0.0009990009990009743,,,0.0004621452899793623,0.1164606130747993,1.082384754934424,0.09975245792362819,0.20859673143244786,190,0,2814.265873015873,,,,
Mean Calmar Ratio,3,9,11,ROKU,MACD,true,false,1,158,1.1374261699645174,54.14012738853503,1.4509553943783524,0.5445565984401941,1.259907667469889,-0.5828762186924524,0 days 23:59:59.999999999,0.055787195341196714,1.7076685537828102,3.4045290787442104,0.9299221789112528,0,1943,1944 days 00:00:00,1000.0,2068.369421926376,106.8369421926376,256.12766996343026,100.0,392.21457399275755,26.109060977317096,590 days 00:00:00,157,-2.068369421926036,12.361851664174837,-11.417111324188593,3.2955989171263114,-2.7032016944531385,1 days 00:00:00,1 days 00:00:00,6.81807510412931,0.7266605594988735,0.5599694359649549,1.4202901560176222,2.7617642135839686,45.00714325494538,3.7819354154422684,0.3755458515283842,-0.0009990009990009437,,,0.0004393578712494579,0.11071818355486339,1.0683694219263753,0.09879014305549605,0.1833722125037903,158,0,2814.265873015873,,,,
Median Total Fees Paid,3,9,10,ROKU,MACD,true,false,1,160,1.0892450926098747,52.20125786163522,1.442104517981078,0.5352728578636299,1.2598406238826483,-0.5864304284802588,0 days 23:59:59.999999999,0.056497860250001766,1.7292846114256306,3.447761194029851,0.925639116017394,0,1943,1944 days 00:00:00,1000.0,2059.266107211255,105.92661072112553,256.12766996343026,100.0,398.4541147253121,25.27763190526688,572 days 00:00:00,159,-2.0592661072109877,12.36185166417485,-11.417111324188593,3.378367509387469,-2.5696857747216155,1 days 00:00:00,1 days 00:00:00,6.675002347914882,0.7215748394112871,0.5746340919070139,1.4173500265098806,2.843213035502759,44.73848943676146,3.9018812494507276,0.36324786324786323,-0.0009990009990009398,,,0.0004373681502896147,0.1102167738729829,1.0592661072112532,0.09816205028551672,0.18382834412188914,160,0,2814.265873015873,,,,
Median Omega Ratio,3,8,10,ROKU,MACD,true,false,1,165,1.0512096354069986,51.21951219512195,1.3742691938709224,0.5076638802647615,1.2093940448196632,-0.6021520885211031,0 days 23:59:59.999999999,0.0582745225220144,1.7833247555326814,3.555841482243953,0.9053295651659282,0,1943,1944 days 00:00:00,1000.0,2018.9985856690694,101.89985856690693,256.12766996343026,100.0,443.7863699586816,22.520605193678126,560 days 00:00:00,164,-2.0189985856688963,11.406525293161964,-11.417111324188593,3.39381835112205,-2.522798314135392,1 days 00:00:00,1 days 00:00:00,6.225716977163039,0.7033490738902971,0.6261614267090161,1.3953012647366823,2.4783661937263735,40.29813816302532,3.821222781835685,0.3651452282157676,-0.0009990009990009558,,,0.000427846501439837,0.10781731836283892,1.0189985856690695,0.0953544288573418,0.18448614998214774,165,0,2814.265873015873,,,,
Median Sortino Ratio,2,35,7,ROKU,MACD,true,false,1,157,1.025848552951057,50.641025641025635,1.2768393800528006,0.552445141571337,1.077343496109273,-0.6088422833456804,0 days 23:59:59.999999999,0.055431862886794185,1.6968605249614,3.38291302110139,0.9374223529391137,0,1943,1944 days 00:00:00,1000.0,2001.8631455488655,100.18631455488656,256.12766996343026,100.0,497.07627596784704,31.276397335539013,539 days 00:00:00,156,-2.0018631455486684,13.694961946794592,-17.50946966210866,3.911431661075589,-2.8937877810369215,1 days 00:00:00,1 days 00:00:00,6.43503210701547,0.6422160058971703,0.4450346954369503,1.372956684427117,1.7569986241775195,51.86781747706909,3.9324191455196402,0.3491379310344827,-0.0009990009990009498,,,0.0004428864526790787,0.11160738607512784,1.001863145548866,0.09414486778888076,0.20915005029452666,157,0,2814.265873015873,,,,
Mean Total Return [%],4,8,10,ROKU,MACD,true,false,1,152,1.1020398037222514,52.980132450331126,1.4318220179887708,0.5234757980461069,1.1840498334207095,-0.6318202378841222,0 days 23:59:59.999999999,0.05365520061478155,1.6428203808543491,3.2748327328872877,0.8599767099141397,0,1943,1944 days 00:00:00,1000.0,1943.010245984298,94.3010245984298,256.12766996343026,100.0,364.2197555379178,26.977422447427003,603 days 00:00:00,151,-1.9430102459841692,12.361851664174852,-11.417111324188593,3.326246110678527,-2.6345752584411275,1 days 00:00:00,1 days 00:00:00,6.2579685843064965,0.6765538806279608,0.49236051620988247,1.4046234873584988,2.984998547777297,47.9980539902271,3.8497088172047715,0.3648648648648649,-0.0009990009990009326,,,0.0004061729954740076,0.10235559485944991,0.9430102459842993,0.08992074592574428,0.18207711315966485,152,0,2814.265873015873,,,,
