Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Median Sharpe Ratio,9,36,18,LVS,MACD,true,false,1,166,1.1557383096965543,51.515151515151516,1.3598444473084763,0.656755948310054,1.2627491636649886,18.919854735343225,0 days 23:59:59.999999999,0.022068540918089515,0.6753196435490121,1.3465710964742348,0.44352019291143907,0,5162,5163 days 00:00:00,1000.0,2512.565131044176,151.2565131044176,-8.44072205597154,100.0,886.1518302186367,33.36828421328252,3436 days 00:00:00,165,-2.5125651310440844,36.46849156563278,-13.131641966843988,3.005124849891054,-1.838386009619758,1 days 00:00:00,1 days 00:00:00,9.182289067728611,0.4776452490954022,0.20168792043261757,1.6949411226229418,24.82405844143192,990.1314880915237,4.608716310952265,0.36776859504132225,0.0,,,0.00020972557599795115,0.05285084515148369,1.5125651310441768,0.04599415930091033,0.1331657796369421,166,0,7476.706349206349,,,,
Mean Calmar Ratio,9,36,18,LVS,MACD,true,false,1,166,1.1557383096965543,51.515151515151516,1.3598444473084763,0.656755948310054,1.2627491636649886,18.919854735343225,0 days 23:59:59.999999999,0.022068540918089515,0.6753196435490121,1.3465710964742348,0.44352019291143907,0,5162,5163 days 00:00:00,1000.0,2512.565131044176,151.2565131044176,-8.44072205597154,100.0,886.1518302186367,33.36828421328252,3436 days 00:00:00,165,-2.5125651310440844,36.46849156563278,-13.131641966843988,3.005124849891054,-1.838386009619758,1 days 00:00:00,1 days 00:00:00,9.182289067728611,0.4776452490954022,0.20168792043261757,1.6949411226229418,24.82405844143192,990.1314880915237,4.608716310952265,0.36776859504132225,0.0,,,0.00020972557599795115,0.05285084515148369,1.5125651310441768,0.04599415930091033,0.1331657796369421,166,0,7476.706349206349,,,,
Median Calmar Ratio,9,36,18,LVS,MACD,true,false,1,166,1.1557383096965543,51.515151515151516,1.3598444473084763,0.656755948310054,1.2627491636649886,18.919854735343225,0 days 23:59:59.999999999,0.022068540918089515,0.6753196435490121,1.3465710964742348,0.44352019291143907,0,5162,5163 days 00:00:00,1000.0,2512.565131044176,151.2565131044176,-8.44072205597154,100.0,886.1518302186367,33.36828421328252,3436 days 00:00:00,165,-2.5125651310440844,36.46849156563278,-13.131641966843988,3.005124849891054,-1.838386009619758,1 days 00:00:00,1 days 00:00:00,9.182289067728611,0.4776452490954022,0.20168792043261757,1.6949411226229418,24.82405844143192,990.1314880915237,4.608716310952265,0.36776859504132225,0.0,,,0.00020972557599795115,0.05285084515148369,1.5125651310441768,0.04599415930091033,0.1331657796369421,166,0,7476.706349206349,,,,
Most Worst Trade [%],11,36,17,LVS,MACD,true,false,1,152,1.2639554235710462,54.3046357615894,1.4571656029323852,0.6574118157735008,1.502241945461641,17.971748587201112,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.40652044090449724,0,5162,5163 days 00:00:00,1000.0,2432.5381262839223,143.25381262839224,-8.44072205597154,100.0,754.0421594857535,25.23652259425711,2113 days 00:00:00,151,-2.4325381262838164,28.0203392871527,-5.809678965782755,2.6215056719021694,-1.676728708901149,1 days 00:00:00,1 days 00:00:00,9.503116982849036,0.5572037712664457,0.25700945808245934,1.7989818437173781,21.821345494249666,786.914015093738,4.53929139635664,0.39631336405529954,0.0,,,0.00019210607979272423,0.04841073210776651,1.4325381262839176,0.04434290576001376,0.10456197196577154,152,0,7476.706349206349,,,,
Most Avg Losing Trade [%],11,36,17,LVS,MACD,true,false,1,152,1.2639554235710462,54.3046357615894,1.4571656029323852,0.6574118157735008,1.502241945461641,17.971748587201112,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.40652044090449724,0,5162,5163 days 00:00:00,1000.0,2432.5381262839223,143.25381262839224,-8.44072205597154,100.0,754.0421594857535,25.23652259425711,2113 days 00:00:00,151,-2.4325381262838164,28.0203392871527,-5.809678965782755,2.6215056719021694,-1.676728708901149,1 days 00:00:00,1 days 00:00:00,9.503116982849036,0.5572037712664457,0.25700945808245934,1.7989818437173781,21.821345494249666,786.914015093738,4.53929139635664,0.39631336405529954,0.0,,,0.00019210607979272423,0.04841073210776651,1.4325381262839176,0.04434290576001376,0.10456197196577154,152,0,7476.706349206349,,,,
Most Omega Ratio,11,36,17,LVS,MACD,true,false,1,152,1.2639554235710462,54.3046357615894,1.4571656029323852,0.6574118157735008,1.502241945461641,17.971748587201112,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.40652044090449724,0,5162,5163 days 00:00:00,1000.0,2432.5381262839223,143.25381262839224,-8.44072205597154,100.0,754.0421594857535,25.23652259425711,2113 days 00:00:00,151,-2.4325381262838164,28.0203392871527,-5.809678965782755,2.6215056719021694,-1.676728708901149,1 days 00:00:00,1 days 00:00:00,9.503116982849036,0.5572037712664457,0.25700945808245934,1.7989818437173781,21.821345494249666,786.914015093738,4.53929139635664,0.39631336405529954,0.0,,,0.00019210607979272423,0.04841073210776651,1.4325381262839176,0.04434290576001376,0.10456197196577154,152,0,7476.706349206349,,,,
Most Sortino Ratio,11,36,17,LVS,MACD,true,false,1,152,1.2639554235710462,54.3046357615894,1.4571656029323852,0.6574118157735008,1.502241945461641,17.971748587201112,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.40652044090449724,0,5162,5163 days 00:00:00,1000.0,2432.5381262839223,143.25381262839224,-8.44072205597154,100.0,754.0421594857535,25.23652259425711,2113 days 00:00:00,151,-2.4325381262838164,28.0203392871527,-5.809678965782755,2.6215056719021694,-1.676728708901149,1 days 00:00:00,1 days 00:00:00,9.503116982849036,0.5572037712664457,0.25700945808245934,1.7989818437173781,21.821345494249666,786.914015093738,4.53929139635664,0.39631336405529954,0.0,,,0.00019210607979272423,0.04841073210776651,1.4325381262839176,0.04434290576001376,0.10456197196577154,152,0,7476.706349206349,,,,
Mean Max Drawdown Duration,14,36,15,LVS,MACD,true,false,1,146,1.244829818756398,54.48275862068965,1.4164211563616107,0.6800159012068255,1.2637629537426436,17.31694563696103,0 days 23:59:59.999999999,0.019393566261351393,0.5939558310732275,1.1838434715226658,0.4038994097443098,0,5162,5163 days 00:00:00,1000.0,2377.2680292398554,137.72680292398553,-8.44072205597154,100.0,696.2619157717811,24.10975422837261,2271,145,-2.3772680292395307,28.020339287152684,-9.06855280078757,2.9320965906176157,-2.015656439148514,1 days 00:00:00,1 days 00:00:00,9.514795153579964,0.5164390049730749,0.2618502824511128,1.6980483746609636,18.34989300990274,616.4795512516949,4.327952564684648,0.3923444976076555,0.0,,,0.00019081326959049982,0.04808494393680596,1.377268029239854,0.0431720329194456,0.11205629014980224,146,0,7476.706349206349,,,,
Median Max Drawdown Duration,14,36,15,LVS,MACD,true,false,1,146,1.244829818756398,54.48275862068965,1.4164211563616107,0.6800159012068255,1.2637629537426436,17.31694563696103,0 days 23:59:59.999999999,0.019393566261351393,0.5939558310732275,1.1838434715226658,0.4038994097443098,0,5162,5163 days 00:00:00,1000.0,2377.2680292398554,137.72680292398553,-8.44072205597154,100.0,696.2619157717811,24.10975422837261,2271,145,-2.3772680292395307,28.020339287152684,-9.06855280078757,2.9320965906176157,-2.015656439148514,1 days 00:00:00,1 days 00:00:00,9.514795153579964,0.5164390049730749,0.2618502824511128,1.6980483746609636,18.34989300990274,616.4795512516949,4.327952564684648,0.3923444976076555,0.0,,,0.00019081326959049982,0.04808494393680596,1.377268029239854,0.0431720329194456,0.11205629014980224,146,0,7476.706349206349,,,,
Median Avg Losing Trade [%],11,36,18,LVS,MACD,true,false,1,152,1.1932283375656965,52.980132450331126,1.3857955484209785,0.6343156540713991,1.175351793015102,16.448029104168633,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.3922385834552317,0,5162,5163 days 00:00:00,1000.0,2303.925199808464,130.39251998084643,-8.44072205597154,100.0,698.7136367380245,26.649018611780274,2200 days 00:00:00,151,-2.3039251998084183,28.020339287152694,-9.06855280078758,2.9460436060276307,-1.9704482354567496,1 days 00:00:00,1 days 00:00:00,8.650524006677298,0.49572499625797484,0.22807135141409834,1.6459631140878634,17.644187019703473,589.9047978447685,4.291260976014784,0.3835616438356165,0.0,,,0.0001853512465232737,0.04670851412386497,1.3039251998084591,0.041577663771361406,0.1133969557193596,152,0,7476.706349206349,,,,
Median Total Trades,12,36,17,LVS,MACD,true,false,1,151,1.2022844175056415,53.333333333333336,1.393497785542849,0.6339094333774385,1.1653586175405302,16.255405314757557,1 days 00:00:00,0.020062309925535926,0.6142967841921736,1.224525377760558,0.3894085263928434,0,5162,5163 days 00:00:00,1000.0,2287.6663611305953,128.76663611305955,-8.44072205597154,100.0,675.8039896604845,25.28058550197026,2200 days 00:00:00,150,-2.287666361130505,28.02033928715269,-9.068552800787579,2.9406535868111283,-2.002369599118207,1 days 00:00:00,1 days 00:00:00,8.599693516611499,0.4918771467366267,0.2383165257740807,1.6401280819269113,17.62133112120091,588.7618502987856,4.236997544977852,0.38709677419354843,0.0,,,0.00018400445462270134,0.046369122564920734,1.2876663611305883,0.041217688142277886,0.11345362966234429,151,0,7476.706349206349,,,,
Mean Omega Ratio,12,36,17,LVS,MACD,true,false,1,151,1.2022844175056415,53.333333333333336,1.393497785542849,0.6339094333774385,1.1653586175405302,16.255405314757557,1 days 00:00:00,0.020062309925535926,0.6142967841921736,1.224525377760558,0.3894085263928434,0,5162,5163 days 00:00:00,1000.0,2287.6663611305953,128.76663611305955,-8.44072205597154,100.0,675.8039896604845,25.28058550197026,2200 days 00:00:00,150,-2.287666361130505,28.02033928715269,-9.068552800787579,2.9406535868111283,-2.002369599118207,1 days 00:00:00,1 days 00:00:00,8.599693516611499,0.4918771467366267,0.2383165257740807,1.6401280819269113,17.62133112120091,588.7618502987856,4.236997544977852,0.38709677419354843,0.0,,,0.00018400445462270134,0.046369122564920734,1.2876663611305883,0.041217688142277886,0.11345362966234429,151,0,7476.706349206349,,,,
Median Omega Ratio,12,36,17,LVS,MACD,true,false,1,151,1.2022844175056415,53.333333333333336,1.393497785542849,0.6339094333774385,1.1653586175405302,16.255405314757557,1 days 00:00:00,0.020062309925535926,0.6142967841921736,1.224525377760558,0.3894085263928434,0,5162,5163 days 00:00:00,1000.0,2287.6663611305953,128.76663611305955,-8.44072205597154,100.0,675.8039896604845,25.28058550197026,2200 days 00:00:00,150,-2.287666361130505,28.02033928715269,-9.068552800787579,2.9406535868111283,-2.002369599118207,1 days 00:00:00,1 days 00:00:00,8.599693516611499,0.4918771467366267,0.2383165257740807,1.6401280819269113,17.62133112120091,588.7618502987856,4.236997544977852,0.38709677419354843,0.0,,,0.00018400445462270134,0.046369122564920734,1.2876663611305883,0.041217688142277886,0.11345362966234429,151,0,7476.706349206349,,,,
Mean Sortino Ratio,12,36,17,LVS,MACD,true,false,1,151,1.2022844175056415,53.333333333333336,1.393497785542849,0.6339094333774385,1.1653586175405302,16.255405314757557,1 days 00:00:00,0.020062309925535926,0.6142967841921736,1.224525377760558,0.3894085263928434,0,5162,5163 days 00:00:00,1000.0,2287.6663611305953,128.76663611305955,-8.44072205597154,100.0,675.8039896604845,25.28058550197026,2200 days 00:00:00,150,-2.287666361130505,28.02033928715269,-9.068552800787579,2.9406535868111283,-2.002369599118207,1 days 00:00:00,1 days 00:00:00,8.599693516611499,0.4918771467366267,0.2383165257740807,1.6401280819269113,17.62133112120091,588.7618502987856,4.236997544977852,0.38709677419354843,0.0,,,0.00018400445462270134,0.046369122564920734,1.2876663611305883,0.041217688142277886,0.11345362966234429,151,0,7476.706349206349,,,,
Median Sortino Ratio,12,36,17,LVS,MACD,true,false,1,151,1.2022844175056415,53.333333333333336,1.393497785542849,0.6339094333774385,1.1653586175405302,16.255405314757557,1 days 00:00:00,0.020062309925535926,0.6142967841921736,1.224525377760558,0.3894085263928434,0,5162,5163 days 00:00:00,1000.0,2287.6663611305953,128.76663611305955,-8.44072205597154,100.0,675.8039896604845,25.28058550197026,2200 days 00:00:00,150,-2.287666361130505,28.02033928715269,-9.068552800787579,2.9406535868111283,-2.002369599118207,1 days 00:00:00,1 days 00:00:00,8.599693516611499,0.4918771467366267,0.2383165257740807,1.6401280819269113,17.62133112120091,588.7618502987856,4.236997544977852,0.38709677419354843,0.0,,,0.00018400445462270134,0.046369122564920734,1.2876663611305883,0.041217688142277886,0.11345362966234429,151,0,7476.706349206349,,,,
Median Total Return [%],11,35,18,LVS,MACD,true,false,1,152,1.2269585735956459,54.3046357615894,1.3945071580408626,0.6191689916677149,1.2073620215351508,16.056473077594646,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.3828724179394316,0,5162,5163 days 00:00:00,1000.0,2270.875043911948,127.08750439119481,-8.44072205597154,100.0,691.1332769663228,25.22320480075257,2219 days 00:00:00,151,-2.2708750439114738,28.020339287152694,-9.068552800787577,2.7415128929681463,-1.9030368040806236,1 days 00:00:00,1 days 00:00:00,8.431429926859987,0.5006925079472392,0.23667002977338034,1.6683879976694178,19.006762989752943,665.4977242522262,4.2097697150495765,0.39631336405529954,0.0,,,0.00018092136850089049,0.045592184862224404,1.2708750439119432,0.04084335981203768,0.10958862396453294,152,0,7476.706349206349,,,,
Mean Total Fees Paid,11,35,18,LVS,MACD,true,false,1,152,1.2269585735956459,54.3046357615894,1.3945071580408626,0.6191689916677149,1.2073620215351508,16.056473077594646,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.3828724179394316,0,5162,5163 days 00:00:00,1000.0,2270.875043911948,127.08750439119481,-8.44072205597154,100.0,691.1332769663228,25.22320480075257,2219 days 00:00:00,151,-2.2708750439114738,28.020339287152694,-9.068552800787577,2.7415128929681463,-1.9030368040806236,1 days 00:00:00,1 days 00:00:00,8.431429926859987,0.5006925079472392,0.23667002977338034,1.6683879976694178,19.006762989752943,665.4977242522262,4.2097697150495765,0.39631336405529954,0.0,,,0.00018092136850089049,0.045592184862224404,1.2708750439119432,0.04084335981203768,0.10958862396453294,152,0,7476.706349206349,,,,
Median Total Fees Paid,11,35,18,LVS,MACD,true,false,1,152,1.2269585735956459,54.3046357615894,1.3945071580408626,0.6191689916677149,1.2073620215351508,16.056473077594646,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.3828724179394316,0,5162,5163 days 00:00:00,1000.0,2270.875043911948,127.08750439119481,-8.44072205597154,100.0,691.1332769663228,25.22320480075257,2219 days 00:00:00,151,-2.2708750439114738,28.020339287152694,-9.068552800787577,2.7415128929681463,-1.9030368040806236,1 days 00:00:00,1 days 00:00:00,8.431429926859987,0.5006925079472392,0.23667002977338034,1.6683879976694178,19.006762989752943,665.4977242522262,4.2097697150495765,0.39631336405529954,0.0,,,0.00018092136850089049,0.045592184862224404,1.2708750439119432,0.04084335981203768,0.10958862396453294,152,0,7476.706349206349,,,,
Mean Total Trades,11,35,18,LVS,MACD,true,false,1,152,1.2269585735956459,54.3046357615894,1.3945071580408626,0.6191689916677149,1.2073620215351508,16.056473077594646,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.3828724179394316,0,5162,5163 days 00:00:00,1000.0,2270.875043911948,127.08750439119481,-8.44072205597154,100.0,691.1332769663228,25.22320480075257,2219 days 00:00:00,151,-2.2708750439114738,28.020339287152694,-9.068552800787577,2.7415128929681463,-1.9030368040806236,1 days 00:00:00,1 days 00:00:00,8.431429926859987,0.5006925079472392,0.23667002977338034,1.6683879976694178,19.006762989752943,665.4977242522262,4.2097697150495765,0.39631336405529954,0.0,,,0.00018092136850089049,0.045592184862224404,1.2708750439119432,0.04084335981203768,0.10958862396453294,152,0,7476.706349206349,,,,
Median Best Trade [%],11,35,18,LVS,MACD,true,false,1,152,1.2269585735956459,54.3046357615894,1.3945071580408626,0.6191689916677149,1.2073620215351508,16.056473077594646,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.3828724179394316,0,5162,5163 days 00:00:00,1000.0,2270.875043911948,127.08750439119481,-8.44072205597154,100.0,691.1332769663228,25.22320480075257,2219 days 00:00:00,151,-2.2708750439114738,28.020339287152694,-9.068552800787577,2.7415128929681463,-1.9030368040806236,1 days 00:00:00,1 days 00:00:00,8.431429926859987,0.5006925079472392,0.23667002977338034,1.6683879976694178,19.006762989752943,665.4977242522262,4.2097697150495765,0.39631336405529954,0.0,,,0.00018092136850089049,0.045592184862224404,1.2708750439119432,0.04084335981203768,0.10958862396453294,152,0,7476.706349206349,,,,
Mean Expectancy,11,35,18,LVS,MACD,true,false,1,152,1.2269585735956459,54.3046357615894,1.3945071580408626,0.6191689916677149,1.2073620215351508,16.056473077594646,0 days 23:59:59.999999999,0.02019605865837283,0.6183649748159629,1.2326617590081363,0.3828724179394316,0,5162,5163 days 00:00:00,1000.0,2270.875043911948,127.08750439119481,-8.44072205597154,100.0,691.1332769663228,25.22320480075257,2219 days 00:00:00,151,-2.2708750439114738,28.020339287152694,-9.068552800787577,2.7415128929681463,-1.9030368040806236,1 days 00:00:00,1 days 00:00:00,8.431429926859987,0.5006925079472392,0.23667002977338034,1.6683879976694178,19.006762989752943,665.4977242522262,4.2097697150495765,0.39631336405529954,0.0,,,0.00018092136850089049,0.045592184862224404,1.2708750439119432,0.04084335981203768,0.10958862396453294,152,0,7476.706349206349,,,,
