Metric Type,Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Current
Most Total Trades,2,3,0,4969,4970 days 00:00:00,1000.0,1576.3243209025702,57.632432090257026,-88.37837786287875,100.0,2047.614476143569,78.47218129119621,1641 days 00:00:00,564,563,1,20.44104698779256,31.438721136767317,78.60311110327902,-19.481334749032925,9.34248203997619,-3.6494986364418653,8 days 09:13:13.220338983,2 days 11:18:57.823834196,1.02068515037861,0.9873592787118781,0.3343544487266084,0.043311314113176305,1.0727465905000337,0.5108349982895486,0
Least Avg Winning Trade [%],2,3,0,4969,4970 days 00:00:00,1000.0,1576.3243209025702,57.632432090257026,-88.37837786287875,100.0,2047.614476143569,78.47218129119621,1641 days 00:00:00,564,563,1,20.44104698779256,31.438721136767317,78.60311110327902,-19.481334749032925,9.34248203997619,-3.6494986364418653,8 days 09:13:13.220338983,2 days 11:18:57.823834196,1.02068515037861,0.9873592787118781,0.3343544487266084,0.043311314113176305,1.0727465905000337,0.5108349982895486,0
Most Avg Losing Trade [%],2,3,0,4969,4970 days 00:00:00,1000.0,1576.3243209025702,57.632432090257026,-88.37837786287875,100.0,2047.614476143569,78.47218129119621,1641 days 00:00:00,564,563,1,20.44104698779256,31.438721136767317,78.60311110327902,-19.481334749032925,9.34248203997619,-3.6494986364418653,8 days 09:13:13.220338983,2 days 11:18:57.823834196,1.02068515037861,0.9873592787118781,0.3343544487266084,0.043311314113176305,1.0727465905000337,0.5108349982895486,0
Mean Total Trades,9,38,0,4969,4970 days 00:00:00,1000.0,1241.992694019708,24.19926940197081,-88.37837786287875,100.0,276.0123823741414,80.824969080058,1810 days 00:00:00,79,79,0,0.0,31.645569620253166,98.5517252393058,-20.02748105482207,22.432284841327892,-7.569719250159592,60 days 04:48:00,14 days 04:53:20,1.0337657259339554,3.063198658477333,0.2854873158912935,0.019849280847653604,1.064799595738375,0.4320482198170228,0
Most Worst Trade [%],5,33,0,4969,4970 days 00:00:00,1000.0,1232.6519055966949,23.265190559669485,-88.37837786287875,100.0,459.7817027517577,83.99919865532806,2641 days 00:00:00,122,122,0,0.0,31.147540983606557,114.45674189984902,-14.409910916745122,18.565076807387285,-6.347001034088611,43 days 05:41:03.157894737,8 days 02:34:17.142857142,1.0231445488140025,1.9069828327597662,0.28679757160812164,0.018428766439621363,1.0647884687147766,0.4365512069069901,0
Least Max Drawdown Duration,6,37,0,4969,4970 days 00:00:00,1000.0,1165.1487745436061,16.51487745436061,-88.37837786287875,100.0,311.37511763160853,80.98576128568517,1427 days 00:00:00,97,97,0,0.0,28.865979381443296,101.0251955007982,-16.84999684946874,21.923529879403336,-6.735129480866776,52 days 11:08:34.285714286,12 days 01:44:20.869565217,1.0222473389010065,1.7025646860165295,0.2766173543596886,0.013938935738810743,1.0623416644535915,0.4170431907720219,0
Mean Win Rate [%],9,37,0,4969,4970 days 00:00:00,1000.0,1130.1216600325315,13.012166003253151,-88.37837786287875,100.0,257.01855652799827,80.15216161080109,1812 days 00:00:00,83,83,0,0.0,28.915662650602407,94.50112021697066,-20.027481054822072,23.93120726042939,-7.269526585835143,61 days 11:00:00,13 days 13:25:25.423728813,1.019362623640996,1.567730843765446,0.27249786505382617,0.011258738384627251,1.0617508954149397,0.4114530411208231,0
Most Avg Losing Trade Duration,6,35,0,4969,4970 days 00:00:00,1000.0,1001.2571179375982,0.12571179375981956,-88.37837786287875,100.0,324.0012056974267,82.78300509795402,2520 days 00:00:00,109,109,0,0.0,28.440366972477065,109.36089120410253,-16.849996849468756,21.002684768426167,-6.537769106681268,49 days 10:03:52.258064516,9 days 23:41:32.307692307,1.0001688397162247,0.01153319208809478,0.2567028459417422,0.00011145986429344121,1.0577001871419534,0.38736042934496057,0
Mean Total Fees Paid,5,53,0,4969,4970 days 00:00:00,1000.0,922.0030143469706,-7.799698565302935,-88.37837786287875,100.0,270.2642989548188,82.10210720813656,2773 days 00:00:00,91,91,0,0.0,28.57142857142857,94.50112021697065,-18.28889074434571,20.87281366973429,-6.733532889781257,60 days 02:46:09.230769231,10 days 07:45:13.846153846,0.9879432640707915,-0.8571097324508798,0.2373498491718214,-0.007242359830098016,1.0539246150770287,0.35590782272572996,0
Least Total Trades,53,55,0,4969,4970 days 00:00:00,1000.0,782.4630925279463,-21.753690747205372,-88.37837786287875,100.0,53.928875265219716,77.18653958427532,2589 days 00:00:00,23,23,0,0.0,26.08695652173913,125.33470958728753,-27.987307331736172,60.98627331842044,-15.097734254228012,220 days 16:00:00,43 days 19:45:52.941176470,0.935582899586902,-9.458126411828403,0.19081090508223805,-0.023131371062161833,1.043494510252544,0.2738753216638124,0
Median Total Trades,18,33,0,4969,4970 days 00:00:00,1000.0,771.7413953722104,-22.825860462778962,-88.37837786287875,100.0,194.7280644144473,79.88456811944208,2837 days 00:00:00,58,58,0,0.0,34.48275862068966,105.67512813310293,-24.93947995148967,24.028545469459985,-10.040881095921884,73 days 22:48:00,21 days 05:41:03.157894736,0.9645435309176449,-3.935493183237739,0.21833791940674915,-0.0235952802974591,1.0487884109433818,0.32539590613052527,0
Median Expectancy,47,55,0,4969,4970 days 00:00:00,1000.0,759.0077149917978,-24.099228500820217,-88.37837786287875,100.0,62.0280309338362,79.34645692184932,2540 days 00:00:00,26,26,0,0.0,26.923076923076923,144.93772703070994,-30.70923447315927,58.339152086571566,-14.882919805430289,195 days 03:25:42.857142856,38 days 11:22:06.315789473,0.9378508289851227,-9.268934038777047,0.18873615892791024,-0.025265272474414586,1.042700017018788,0.27139640047207075,0
Most Max Drawdown Duration,52,55,0,4969,4970 days 00:00:00,1000.0,757.8440571781771,-24.21559428218229,-88.37837786287875,100.0,52.70281718068091,76.81628506992962,4118 days 00:00:00,23,23,0,0.0,21.73913043478261,125.33470958728759,-27.81941232983925,73.92940115313182,-14.560405132410489,242 days 04:48:00,47 days 13:20:00,0.9283589220234193,-10.52851925312271,0.18554322263136658,-0.026241198553046435,1.042304907408112,0.26622040920834444,0
Mean Profit Factor,51,55,0,4969,4970 days 00:00:00,1000.0,743.9883287501497,-25.601167124985036,-88.37837786287875,100.0,55.94763297567026,77.9302255686734,4118 days 00:00:00,24,24,0,0.0,20.833333333333336,125.33470958728756,-30.70923447315928,74.72502598950929,-14.037176400224824,242 days 09:36:00,45 days 07:34:44.210526316,0.926581605492492,-10.667152968743778,0.1829557347328525,-0.02756882313974385,1.0416224653597357,0.26238208270373264,0
Mean Total Return [%],14,26,0,4969,4970 days 00:00:00,1000.0,706.5423152068349,-29.345768479316508,-88.37837786287875,100.0,196.26015263618743,84.56927064087024,3278 days 00:00:00,80,80,0,0.0,36.25,94.50112021697066,-24.60304941015967,19.75790034018725,-9.227083458100246,54 days 20:41:22.758620689,14 days 06:07:03.529411764,0.9487450711436234,-3.6682210599145577,0.2086811242877759,-0.029784547926957415,1.0464423320859066,0.31354196943285056,0
Median Win Rate [%],9,29,0,4969,4970 days 00:00:00,1000.0,702.9730759901014,-29.70269240098986,-88.37837786287875,100.0,239.89067138972985,84.11959951018922,2699 days 00:00:00,99,99,0,0.0,29.292929292929294,101.02519550079822,-22.47541995538995,21.36328887858191,-7.392128559131618,50 days 04:08:16.551724137,12 days 08:34:17.142857142,0.9514499812285908,-3.0002719596959295,0.2072270508615232,-0.030374703785895192,1.0462289272639327,0.3116337276365092,0
Least Total Fees Paid,54,55,0,4969,4970 days 00:00:00,1000.0,687.7419655063294,-31.225803449367064,-88.37837786287875,100.0,50.61507056524835,78.3383380486174,4118 days 00:00:00,23,23,0,0.0,21.73913043478261,125.33470958728756,-27.187910362867378,68.85117032030301,-14.39615116581223,242 days 14:24:00,47 days 05:20:00,0.9024510294978146,-13.576436282333518,0.17050285217877062,-0.03461577499281237,1.0388427518823489,0.24426773930602197,0
Median Avg Winning Trade [%],20,28,0,4969,4970 days 00:00:00,1000.0,683.6457102334091,-31.635428976659092,-88.37837786287875,100.0,197.03803075790663,81.56216081206534,2520 days 00:00:00,63,63,0,0.0,31.746031746031743,105.67512813310296,-24.939479951489677,24.983102877457767,-9.565773755414892,73 days 19:12:00,18 days 20:05:34.883720930,0.9508377179548464,-5.021496662961752,0.2005471056886879,-0.0337707571301086,1.044776692698759,0.29862680563230937,0
Median Best Trade [%],7,55,0,4969,4970 days 00:00:00,1000.0,643.325377863813,-35.667462213618705,-88.37837786287875,100.0,203.37898422289973,81.69899129334112,3453 days 00:00:00,74,74,0,0.0,29.72972972972973,102.75815542847468,-18.288890744345718,23.425981159278,-8.349796354650277,67 days 22:54:32.727272727,14 days 09:13:50.769230769,0.9403254414434657,-4.819927326164731,0.1861027695935433,-0.039016285642503735,1.0418622875078911,0.2772722093056529,0
Most Best Trade [%],33,40,0,4969,4970 days 00:00:00,1000.0,602.1502529910005,-39.78497470089996,-88.37837786287875,100.0,116.00598959660182,85.04079865087505,2491 days 00:00:00,39,39,0,0.0,30.76923076923077,163.80249586492798,-33.3876871394924,41.53924209171509,-13.859163990925657,137 days 12:00:00,22 days 21:20:00,0.9330314958407582,-10.201275564333343,0.17359956485217337,-0.04299971019206121,1.038068406975854,0.2524464529950882,0
Mean Calmar Ratio,11,22,0,4969,4970 days 00:00:00,1000.0,582.2912733496014,-41.77087266503986,-88.37837786287875,100.0,258.29595300067274,88.33522546436285,2772 days 00:00:00,107,107,0,0.0,29.906542056074763,101.0251955007982,-29.73077170365224,21.51675455053099,-7.786170741691284,46 days 15:00:00,11 days 08:57:36,0.9382379682379948,-3.9038198752373887,0.18675356464666013,-0.04407894550448526,1.041469357542572,0.2805793370654833,0
Most Win Rate [%],17,22,0,4969,4970 days 00:00:00,1000.0,566.6074777202741,-43.33925222797259,-88.37837786287875,100.0,183.0340946599305,84.05666761071926,2772 days 00:00:00,77,77,0,0.0,36.36363636363637,94.50112021697066,-24.603049410159677,19.204734186204917,-9.46719328717353,55 days 12:00:00,15 days 12:44:04.897959183,0.9199560224121226,-5.628474315321114,0.17758599380667534,-0.04861297999624179,1.0394191777393722,0.26638044108382475,0
Median Omega Ratio,31,55,0,4969,4970 days 00:00:00,1000.0,550.6360772643053,-44.93639227356947,-88.37837786287875,100.0,100.65098555096554,86.78773738341792,2489 days 00:00:00,34,34,0,0.0,23.52941176470588,142.10652823143533,-29.867273733359728,58.467702582417616,-13.865094924904806,169 days 09:00:00,31 days 07:23:04.615384615,0.9203551510926805,-13.216585962814463,0.14781531253259256,-0.04940144507831118,1.0329984462417139,0.21317839605471317,0
Mean Sharpe Ratio,21,23,0,4969,4970 days 00:00:00,1000.0,539.2896617687773,-46.07103382312228,-88.37837786287875,100.0,178.0625231137298,83.98391913873077,3517 days 00:00:00,69,69,0,0.0,34.78260869565217,109.38472179540801,-26.890536298579864,21.543801305104918,-9.901945530038246,65 days 07:00:00,16 days 03:12:00,0.9195948434442589,-6.676961423640918,0.16768294191739472,-0.05279206582535366,1.0372601418968332,0.24884674807981538,0
Mean Omega Ratio,21,23,0,4969,4970 days 00:00:00,1000.0,539.2896617687773,-46.07103382312228,-88.37837786287875,100.0,178.0625231137298,83.98391913873077,3517 days 00:00:00,69,69,0,0.0,34.78260869565217,109.38472179540801,-26.890536298579864,21.543801305104918,-9.901945530038246,65 days 07:00:00,16 days 03:12:00,0.9195948434442589,-6.676961423640918,0.16768294191739472,-0.05279206582535366,1.0372601418968332,0.24884674807981538,0
Median Sharpe Ratio,24,51,0,4969,4970 days 00:00:00,1000.0,524.1219118297403,-47.58780881702597,-88.37837786287875,100.0,101.85005322765754,85.44095097970482,4118 days 00:00:00,39,39,0,0.0,28.205128205128204,163.8024958649279,-32.53942395776688,46.45617667531035,-14.098175687528022,144 days 15:16:21.818181818,23 days 02:34:17.142857143,0.9107776588934586,-12.202002260775913,0.1485922679918527,-0.05423278840451503,1.0326812280715103,0.2148944802231112,0
Mean Sortino Ratio,14,20,0,4969,4970 days 00:00:00,1000.0,509.79155037791105,-49.02084496220889,-88.37837786287875,100.0,217.0047284691388,89.36473667027228,2773 days 00:00:00,99,99,0,0.0,29.292929292929294,101.02519550079822,-29.730771703652238,23.130102172674533,-8.362899944697935,49 days 16:33:06.206896552,12 days 19:12:00,0.9211126835358423,-4.95160050123323,0.16691820316817213,-0.054022030983603524,1.0370989796534373,0.2505447618356225,0
Median Profit Factor,34,52,0,4969,4970 days 00:00:00,1000.0,505.6066034830677,-49.439339651693224,-88.37837786287875,100.0,93.95639582367828,89.16227730040053,2475 days 00:00:00,33,33,0,0.0,24.242424242424242,142.10652823143536,-29.867273733359735,58.731146768671735,-14.727055151226143,169 days 15:00:00,32 days 19:12:00,0.9133298022651534,-14.98161807627065,0.13507069255962068,-0.05479068028274937,1.0300752199254912,0.1947340145866925,0
Median Total Return [%],43,45,0,4969,4970 days 00:00:00,1000.0,500.5369640229928,-49.94630359770072,-88.37837786287875,100.0,89.94075179166362,87.13692355299975,2493 days 00:00:00,30,30,0,0.0,26.666666666666668,153.93142440501185,-29.867273733359728,60.40831942548461,-16.60057559829618,181 days 21:00:00,32 days 16:21:49.090909090,0.913803681688538,-16.648767865900282,0.13314730270887062,-0.05687175416834475,1.0296100714794372,0.19157918531650886,0
Median Calmar Ratio,16,17,0,4969,4970 days 00:00:00,1000.0,491.4268055847413,-50.857319441525874,-88.37837786287875,100.0,211.49330171998082,88.40850942316068,2772 days 00:00:00,101,101,0,0.0,28.71287128712871,101.02519550079825,-29.73077170365224,23.22830825356026,-8.169824080847505,49 days 13:14:28.965517241,12 days 13:40:00,0.9134834485105486,-5.035378162527316,0.16281186925897354,-0.057503030125359324,1.036136498433698,0.2444546956387687,0
Median Sortino Ratio,8,54,0,4969,4970 days 00:00:00,1000.0,488.8979405849928,-51.110205941500716,-88.37837786287875,100.0,176.9023198583629,83.57632718536134,4118 days 00:00:00,73,73,0,0.0,30.136986301369863,100.00580387688065,-21.231585073885988,23.29539772541967,-8.956856638880463,67 days 15:16:21.818181819,14 days 19:17:38.823529411,0.9084894065995806,-7.001398074178226,0.14625598945226875,-0.06125794446429901,1.0327752923778997,0.21730109849339443,0
Mean Best Trade [%],23,30,0,4969,4970 days 00:00:00,1000.0,461.34984708479294,-53.8650152915207,-88.37837786287875,100.0,151.8621057080476,86.63975523340028,3438 days 00:00:00,55,55,0,0.0,30.909090909090907,110.34071483770349,-26.654356123602824,27.132634206691762,-10.606934342842356,83 days 15:31:45.882352941,22 days 20:12:37.894736842,0.9051595872333204,-9.793639143912841,0.14260072112693026,-0.0637465153100859,1.03149685192485,0.21024745071496562,0
Mean Expectancy,13,36,0,4969,4970 days 00:00:00,1000.0,426.9138349287722,-57.30861650712278,-88.37837786287875,100.0,157.97546456670602,86.0223761459433,4118 days 00:00:00,70,70,0,0.0,30.0,109.38472179540804,-25.738347547770857,24.86257717483533,-9.65312086414992,70 days 10:17:08.571428572,16 days 05:52:39.183673469,0.8956191150132412,-8.186945215303268,0.13204170022148118,-0.07044328523808473,1.0293704294339752,0.19567841408846245,0
Median Worst Trade [%],17,36,0,4969,4970 days 00:00:00,1000.0,418.7232577503736,-58.12767422496265,-88.37837786287875,100.0,159.7519919716262,87.75593162136288,3438 days 00:00:00,60,60,0,0.0,33.33333333333333,105.67512813310293,-27.698606040447093,21.84995643082897,-10.197867838555515,73 days 15:36:00,20 days 02:24:00,0.8928916160347908,-9.687945704160484,0.12697666780527148,-0.07057359709455689,1.028100702510777,0.18704664184774977,0
Median Total Fees Paid,20,38,0,4969,4970 days 00:00:00,1000.0,404.00834776733814,-59.59916522326618,-88.37837786287875,100.0,149.3030473217773,91.04279480817546,3336 days 00:00:00,52,52,0,0.0,28.846153846153843,92.31537048940368,-26.654356123602817,26.63052829469429,-10.363203976668363,99 days 22:24:00,21 days 20:06:29.189189189,0.8931349689317324,-11.46137792755124,0.12182114351463777,-0.07072924562683151,1.0266022693186496,0.17762865060645586,0
Most Avg Winning Trade Duration,20,38,0,4969,4970 days 00:00:00,1000.0,404.00834776733814,-59.59916522326618,-88.37837786287875,100.0,149.3030473217773,91.04279480817546,3336 days 00:00:00,52,52,0,0.0,28.846153846153843,92.31537048940368,-26.654356123602817,26.63052829469429,-10.363203976668363,99 days 22:24:00,21 days 20:06:29.189189189,0.8931349689317324,-11.46137792755124,0.12182114351463777,-0.07072924562683151,1.0266022693186496,0.17762865060645586,0
Most Avg Winning Trade [%],40,50,0,4969,4970 days 00:00:00,1000.0,366.61061264759894,-63.338938735240106,-88.37837786287875,100.0,79.67698691255373,88.89105220915484,4118 days 00:00:00,30,30,0,0.0,20.0,153.93142440501185,-41.00795675529639,79.01857790035137,-15.925568905400237,207 days 08:00:00,38 days 04:00:00,0.8804490955634893,-21.11297957841336,0.08326488070035984,-0.07992305326596015,1.0184612122603491,0.11928861820143906,0
Mean Avg Winning Trade [%],28,38,0,4969,4970 days 00:00:00,1000.0,353.09070857179813,-64.69092914282018,-88.37837786287875,100.0,114.722717228496,90.50631074530307,4118 days 00:00:00,45,45,0,0.0,31.11111111111111,98.1802269358066,-33.387687139492385,31.237697670726,-13.493570310366335,112 days 15:25:42.857142856,23 days 02:19:21.290322580,0.8848373630535716,-14.375762031737807,0.09616993141944172,-0.08132517112702344,1.0207327795627317,0.13964991920911432,0
Mean Worst Trade [%],15,46,0,4969,4970 days 00:00:00,1000.0,339.0296225988533,-66.09703774011467,-88.37837786287875,100.0,126.48124521533373,91.89456334316316,3336 days 00:00:00,53,53,0,0.0,30.18867924528302,91.44038877267914,-27.69860604044706,23.379781223534206,-10.192431284165579,89 days 22:30:00,22 days 22:03:14.594594594,0.8590408215725635,-12.471139196248075,0.09274021546290437,-0.08310074487351293,1.0203044007500384,0.13506959473591962,0
Mean Avg Losing Trade [%],16,42,0,4969,4970 days 00:00:00,1000.0,333.3974077707153,-66.66025922292847,-88.37837786287875,100.0,134.82476062997773,90.74725596040652,3336 days 00:00:00,55,55,0,0.0,30.909090909090907,111.55079434325232,-27.69860604044707,23.642697920849105,-10.426686830012093,82 days 12:42:21.176470588,23 days 09:28:25.263157894,0.8659374935901447,-12.120047131441538,0.09260599717496902,-0.08540281932359937,1.0202678608692048,0.13490166580527801,0
Least Worst Trade [%],15,53,0,4969,4970 days 00:00:00,1000.0,321.9052410815161,-67.8094758918484,-88.37837786287875,100.0,111.75970762863254,90.63042610717483,4118 days 00:00:00,50,50,0,0.0,28.000000000000004,90.65599413108212,-41.054624615985944,29.3700773136352,-11.385399786803399,108 days 17:08:34.285714286,20 days 10:39:59.999999999,0.8536714862534919,-13.561895178369667,0.08242742579295151,-0.08813171877941293,1.0181202927045723,0.1196345068663903,0
Least Win Rate [%],37,55,0,4969,4970 days 00:00:00,1000.0,306.82461555234386,-69.31753844476562,-88.37837786287875,100.0,69.30939964350534,90.69190915047767,4118 days 00:00:00,31,31,0,0.0,19.35483870967742,152.70815056765514,-41.00795675529639,74.48620031106846,-15.316361318705185,207 days 20:00:00,36 days 09:36:00,0.8444622935423665,-22.360496272505046,0.05764970882811842,-0.09164074325939642,1.0127746208517898,0.08225522092393275,0
Least Avg Losing Trade [%],43,50,0,4969,4970 days 00:00:00,1000.0,277.1461898460516,-72.28538101539485,-88.37837786287875,100.0,62.99756653167465,91.68811278271258,4118 days 00:00:00,30,30,0,0.0,26.666666666666668,147.12335791518626,-41.00795675529639,54.49012113313805,-17.533275793273653,182 days 03:00:00,31 days 12:00:00,0.8298671623078832,-24.0951270051316,0.042210073885883145,-0.09808848299028174,1.009344460604354,0.06017608743451641,0
Median Avg Losing Trade [%],13,48,0,4969,4970 days 00:00:00,1000.0,275.9831929641384,-72.40168070358615,-88.37837786287875,100.0,126.77476897107991,92.75348594796168,3336 days 00:00:00,55,55,0,0.0,29.09090909090909,92.25730214834913,-31.179439096594564,23.172690343005282,-10.118944765290157,87 days 19:30:00,22 days 06:09:13.846153846,0.8414881257001802,-13.163941946106576,0.060552428456525274,-0.09726479761397745,1.0132763325307084,0.08792920810009891,0
Least Profit Factor,43,49,0,4969,4970 days 00:00:00,1000.0,242.5939746998971,-75.74060253001029,-88.37837786287875,100.0,59.47461379357565,92.72436774823029,4118 days 00:00:00,30,30,0,0.0,23.333333333333332,140.90388989662748,-41.007956755296384,61.73326302293907,-17.17407348438004,196 days 06:51:25.714285714,33 days 19:49:33.913043478,0.8149128700251176,-25.246867510003426,0.02175586048460682,-0.10654338623614548,1.004804846883395,0.030980919243570635,0
