Metric Type,Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Current
Most Calmar Ratio,17,23,0,4425,4426 days 00:00:00,1000.0,11831.980907183124,1083.1980907183124,5296.118853024271,100.0,322.7779535097078,61.238543239752154,1950 days 00:00:00,65,65,0,0.0,36.92307692307693,199.44729933626994,-40.72546894237962,35.2946704119473,-8.688486323853462,76 days 23:00:00,17 days 04:40:58.536585365,2.10853071170459,166.6458601105096,0.6535102657887233,0.3690560710084691,1.1596531153582643,1.00862377766707,0
Median Max Drawdown [%],11,14,0,4425,4426 days 00:00:00,1000.0,11299.901991215722,1029.9901991215722,5296.118853024271,100.0,425.22205050794275,74.76862959223892,2122 days 00:00:00,102,101,1,-16.085796079023567,35.64356435643564,224.97881406713645,-38.54792452262655,25.696776756069184,-6.744615276772968,49 days 16:40:00,11 days 09:36:00,1.8760106898951707,102.13849294351233,0.6481141497830772,0.2960617558203401,1.156889014272702,0.9916044283404523,0
Median Worst Trade [%],3,31,0,4425,4426 days 00:00:00,1000.0,10359.14059369493,935.914059369493,5296.118853024271,100.0,660.517188637297,80.27931517145102,2119 days 00:00:00,133,133,0,0.0,28.57142857142857,221.08127136810066,-38.60805897919107,25.965396046520723,-5.022055519232844,46 days 04:25:15.789473684,8 days 01:30:56.842105263,1.648922045192738,70.36947814808215,0.6312433476915411,0.2648719167183757,1.1544662406193493,0.9756325828520136,0
Median Total Trades,16,33,0,4425,4426 days 00:00:00,1000.0,9920.774712495222,892.0774712495222,5296.118853024271,100.0,260.0105746057545,72.12369127879391,2069 days 00:00:00,53,53,0,0.0,41.509433962264154,196.05976311456013,-40.159997731617416,36.65746218782812,-10.777515473268727,90 days 00:00:00,19 days 03:05:48.387096774,2.037504449906988,168.31650400934382,0.6259085566205812,0.28883867018077586,1.1525075977442893,0.9514342718106791,0
Mean Win Rate [%],8,17,0,4425,4426 days 00:00:00,1000.0,9402.937676645477,840.2937676645477,5296.118853024271,100.0,449.0122661721893,77.93482143806352,2242 days 00:00:00,107,106,1,-13.385402645779322,35.84905660377358,224.97881406713654,-38.54792452262655,23.507049987016458,-6.364749545736503,46 days 12:00:00,10 days 23:38:49.411764705,1.7337337418168108,79.39927433293643,0.6186309759721947,0.26046244982998157,1.1500638241645762,0.9465189115601637,0
Median Expectancy,3,48,0,4425,4426 days 00:00:00,1000.0,9143.357409819735,814.3357409819736,5296.118853024271,100.0,498.9811399076456,79.74078823345961,2075 days 00:00:00,92,92,0,0.0,30.434782608695656,155.22630732663018,-41.059661890690656,30.383634548677417,-6.2986432214155785,69 days 14:34:17.142857143,9 days 17:15:00,1.6110701880280556,88.51475445456242,0.6120413373687578,0.2510846608049214,1.1488948015091676,0.9314569641001803,0
Median Avg Losing Trade [%],15,33,0,4425,4426 days 00:00:00,1000.0,8754.725004993179,775.4725004993179,5296.118853024271,100.0,261.4628665041221,71.72532075589294,2344 days 00:00:00,55,55,0,0.0,40.0,185.40391515633735,-40.159997731617395,35.693686829010396,-10.14733683079217,89 days 21:49:05.454545454,18 days 07:16:21.818181818,1.9492616815813193,140.99500009078508,0.6058079027947554,0.27316090201938453,1.1469199183024856,0.920932236383099,0
Least Total Trades,52,55,0,4425,4426 days 00:00:00,1000.0,8571.346905729628,757.1346905729629,5296.118853024271,100.0,66.4231829523714,80.72072050414602,2104 days 00:00:00,27,27,0,0.0,29.629629629629626,1255.61228664309,-21.871854172623127,191.38048174180287,-12.522913535681434,215 days 09:00:00,47 days 02:31:34.736842105,3.6670831863788274,280.42025576776405,0.598543228130032,0.24013611373784638,1.1386097851212262,0.92364335727321,0
Least Avg Losing Trade Duration,8,16,0,4425,4426 days 00:00:00,1000.0,8551.355894645845,755.1355894645845,5296.118853024271,100.0,479.42284044273424,79.39590262887472,2247 days 00:00:00,115,114,1,-12.173146919978535,34.21052631578947,229.98398882568418,-38.727990351197164,23.595728122974727,-6.115333955678681,45 days 03:41:32.307692307,10 days 00:19:12,1.6224676067720254,66.34674597864762,0.6034057808422614,0.24385355783794468,1.1462640599047258,0.9223829925425904,0
Most Win Rate [%],24,52,0,4425,4426 days 00:00:00,1000.0,8521.286529571542,752.1286529571543,5296.118853024271,100.0,169.56100947120242,61.85785810092167,2059 days 00:00:00,38,38,0,0.0,44.73684210526316,181.10755400680372,-34.45328371579324,44.10376244031809,-13.22980475688476,115 days 14:07:03.529411766,27 days 20:34:17.142857143,1.9372097754372184,197.92859288346168,0.5980387359066042,0.3124308771151895,1.1418323319933703,0.9260673934046697,0
Least Max Drawdown [%],21,55,0,4425,4426 days 00:00:00,1000.0,8449.876774843662,744.9876774843661,5296.118853024271,100.0,192.2874918498609,58.452107664723826,2059 days 00:00:00,42,42,0,0.0,40.476190476190474,181.53016740048298,-32.78912462126793,43.80045508187826,-11.01427464312103,115 days 14:07:03.529411766,23 days 14:24:00,1.9053804822841298,177.3780184486586,0.5965926225245058,0.329218599901737,1.1413714195470246,0.9259789439672313,0
Median Avg Winning Trade [%],11,40,0,4425,4426 days 00:00:00,1000.0,8263.483977762802,726.3483977762802,5296.118853024271,100.0,272.1888606630365,73.98762229973555,2068 days 00:00:00,59,59,0,0.0,37.28813559322034,196.6875662180124,-41.05966189069065,35.92502048919448,-9.165887487305474,90 days 16:21:49.090909091,15 days 09:43:47.027027027,1.8682724851173993,123.10989792818307,0.5963044772765146,0.2571291810696909,1.1446990075886618,0.9067221759777274,0
Mean Expectancy,11,41,0,4425,4426 days 00:00:00,1000.0,7866.962813157541,686.6962813157542,5296.118853024271,100.0,261.45431547534383,71.8732885804161,2068 days 00:00:00,60,60,0,0.0,36.666666666666664,196.68756621801245,-40.159997731617395,36.42780092984824,-9.262163413898149,90 days 00:00:00,15 days 05:03:09.473684210,1.8359519144338436,114.44938021929232,0.5883610390496514,0.2579912429116522,1.1428086773921868,0.8931750104763904,0
Median Calmar Ratio,6,16,0,4425,4426 days 00:00:00,1000.0,7546.41215480494,654.641215480494,5296.118853024271,100.0,526.4154994467832,78.31060117856025,2248 days 00:00:00,137,136,1,299.27853585584216,29.411764705882355,206.46679622813363,-39.14406994704452,22.5588693603003,-5.102783790915874,40 days 07:12:00,9 days 05:15:00,1.5646783308301848,45.93480602168458,0.5828893092516714,0.23159955750490044,1.141355209185485,0.8896037369493098,0
Mean Calmar Ratio,11,12,0,4425,4426 days 00:00:00,1000.0,7527.938671225011,652.7938671225011,5296.118853024271,100.0,451.0214453325282,80.44428589974143,2248 days 00:00:00,122,121,1,-10.716277579649613,32.231404958677686,229.98398882568424,-38.547924522626545,23.900310444196222,-5.863546102197408,45 days 02:27:41.538461538,9 days 08:11:42.439024390,1.5938774806072558,54.0384706512782,0.5826021177192111,0.22515986450687192,1.1404780727438322,0.8898528139331918,0
Most Best Trade [%],54,55,0,4425,4426 days 00:00:00,1000.0,7096.923578055605,609.6923578055605,5296.118853024271,100.0,64.9002267046628,84.41507489989544,2110 days 00:00:00,27,27,0,0.0,33.33333333333333,1302.6559620203718,-29.014601128906932,174.7924738582729,-14.073205311702832,201 days 08:00:00,45 days 06:40:00,3.081552629518023,225.81198437242972,0.5702691340170735,0.20778188641975673,1.1299299039783182,0.8666382444621804,0
Least Avg Losing Trade [%],54,55,0,4425,4426 days 00:00:00,1000.0,7096.923578055605,609.6923578055605,5296.118853024271,100.0,64.9002267046628,84.41507489989544,2110 days 00:00:00,27,27,0,0.0,33.33333333333333,1302.6559620203718,-29.014601128906932,174.7924738582729,-14.073205311702832,201 days 08:00:00,45 days 06:40:00,3.081552629518023,225.81198437242972,0.5702691340170735,0.20778188641975673,1.1299299039783182,0.8666382444621804,0
Median Total Fees Paid,22,29,0,4425,4426 days 00:00:00,1000.0,6897.612155124949,589.7612155124949,5296.118853024271,100.0,181.76323128873958,71.95637956481045,2070 days 00:00:00,50,50,0,0.0,44.0,218.67286537812473,-41.55395652842159,35.30198835895676,-11.835018076160152,93 days 05:27:16.363636364,18 days 12:51:25.714285714,1.8803410306355333,117.95224310249901,0.5673663131112789,0.23992488755136213,1.1373074764680553,0.8609997995852466,0
Median Sortino Ratio,8,27,0,4425,4426 days 00:00:00,1000.0,6807.544612154448,580.7544612154448,5296.118853024271,100.0,313.22824679523484,76.93916823070091,2077 days 00:00:00,88,87,1,-6.807544612153833,34.48275862068966,206.726007242353,-38.60805897919107,28.708078271588562,-7.548575562548039,61 days 16:48:00,11 days 23:09:28.421052631,1.705391169493528,66.83163398582307,0.5667629098221897,0.22273556110913917,1.1368380093599582,0.853499558731585,1
Mean Total Fees Paid,11,30,0,4425,4426 days 00:00:00,1000.0,6758.433295419029,575.8433295419029,5296.118853024271,100.0,244.04720182706708,63.00774155068761,2030 days 00:00:00,69,69,0,0.0,34.78260869565217,199.44729933626994,-40.72546894237962,32.43544787066905,-8.234822298508535,75 days 12:00:00,16 days 07:28:00,1.7881256493873614,83.4555550060729,0.5650664010262553,0.27087413755442574,1.1354630983729825,0.8592092761551829,0
Most Worst Trade [%],46,50,0,4425,4426 days 00:00:00,1000.0,6714.903609571683,571.4903609571683,5296.118853024271,100.0,80.33338361929584,85.03417236650648,2124 days 00:00:00,29,29,0,0.0,31.03448275862069,384.1332512133997,-20.634097675572452,91.18494444912095,-12.734853763835657,188 days 18:40:00,45 days 04:48:00,2.602996465878588,197.06564170936832,0.5594677871164715,0.19997610277952668,1.1292953116156754,0.859723755054878,0
Mean Total Return [%],2,34,0,4425,4426 days 00:00:00,1000.0,6701.820220576363,570.1820220576363,5296.118853024271,100.0,653.1247515021812,80.95626564630626,2119 days 00:00:00,148,148,0,0.0,25.0,221.08127136810074,-41.059661890690656,26.586208209844557,-4.640657554637344,45 days 22:03:14.594594594,7 days 13:50:16.216216216,1.3649705370217946,38.52581230119165,0.5622973628757902,0.2098168078196267,1.1366982696788017,0.8570128568532077,0
Median Sharpe Ratio,19,45,0,4425,4426 days 00:00:00,1000.0,6622.938263952279,562.2938263952279,5296.118853024271,100.0,196.39349806362299,63.03630113408069,2068 days 00:00:00,49,49,0,0.0,38.775510204081634,186.28311909234202,-31.601021282863467,38.57068396153852,-9.82129089396552,102 days 20:12:37.894736842,19 days 16:48:00,1.8107540879275885,114.75384212147515,0.5570790195482754,0.26765234788778636,1.13182367785835,0.8663281917226893,0
Median Total Return [%],12,31,0,4425,4426 days 00:00:00,1000.0,6541.608725925358,554.1608725925358,5296.118853024271,100.0,248.2024744125203,70.23729556941703,2068 days 00:00:00,65,65,0,0.0,36.92307692307693,199.44729933626985,-40.725468942379614,33.73763251626422,-9.303829409255453,77 days 17:00:00,17 days 00:00:00,1.549310096803565,85.25551886039011,0.5589822170994468,0.23851696173112755,1.1350136641844402,0.8478518450069332,0
Most Avg Winning Trade [%],51,54,0,4425,4426 days 00:00:00,1000.0,6514.06306026372,551.406306026372,5296.118853024271,100.0,58.26897108011728,84.2371197837043,2117 days 00:00:00,27,27,0,0.0,29.629629629629626,1255.6122866430903,-21.88214950363957,192.35149293663088,-13.90482450700321,214 days 18:00:00,47 days 08:50:31.578947368,2.9311633641738033,204.22455778754514,0.5541994102666777,0.19839430297076474,1.1276840861520625,0.8521060612902275,0
Most Max Drawdown [%],53,55,0,4425,4426 days 00:00:00,1000.0,6512.243595668249,551.224359566825,5296.118853024271,100.0,63.829372509745006,85.48203270156839,2124 days 00:00:00,27,27,0,0.0,29.629629629629626,1255.6122866430903,-29.014601128906943,191.05388245656826,-13.656049517828048,215 days 15:00:00,47 days 03:47:22.105263157,2.8534415890789107,204.15717020993503,0.5561730470507307,0.1954735447900395,1.1267006950770415,0.844872300530806,0
Mean Omega Ratio,29,50,0,4425,4426 days 00:00:00,1000.0,6457.41956578704,545.7419565787039,5296.118853024271,100.0,110.71758782142685,66.04475888568847,2075 days 00:00:00,37,37,0,0.0,40.54054054054054,203.5286579607582,-34.919767133736556,48.340139575720706,-12.546009515664592,120 days 08:00:00,34 days 14:10:54.545454545,2.1694576016035834,147.49782610235246,0.5529581006432946,0.2517706922336989,1.1309382234852154,0.8478227848068672,0
Mean Profit Factor,18,49,0,4425,4426 days 00:00:00,1000.0,6310.059309849403,531.0059309849403,5296.118853024271,100.0,178.88234563871836,67.84750487901259,2068 days 00:00:00,51,51,0,0.0,37.254901960784316,201.7934655510454,-31.601021282863478,39.80715424289447,-9.717923495031203,103 days 06:18:56.842105263,18 days 09:00:00,1.8403902847341647,104.11880999704712,0.548888659173577,0.24181164972172497,1.1293841222283,0.8520742337045625,0
Mean Sharpe Ratio,49,52,0,4425,4426 days 00:00:00,1000.0,6285.889853754173,528.5889853754172,5296.118853024271,100.0,59.73487583254854,84.08456096893278,2115 days 00:00:00,28,28,0,0.0,28.57142857142857,1224.0508020731515,-21.88214950363957,187.65413009637172,-13.113521360105155,214 days 03:00:00,45 days 00:00:00,2.890283914286735,188.78178049122042,0.5484261341845564,0.19467881273290555,1.1262815852769843,0.8432731705419837,0
Mean Sortino Ratio,26,55,0,4425,4426 days 00:00:00,1000.0,6233.369574381769,523.3369574381768,5296.118853024271,100.0,107.21409381430828,67.8914035117205,2076 days 00:00:00,37,37,0,0.0,40.54054054054054,203.9556834704988,-34.45328371579323,48.607387553649275,-12.615816123626574,120 days 09:36:00,34 days 17:27:16.363636363,2.14997361347439,141.44242092923707,0.5472614909562923,0.2399271473065821,1.1293702252816689,0.8389296604289018,0
Median Omega Ratio,13,32,0,4425,4426 days 00:00:00,1000.0,6159.741758615244,515.9741758615244,5296.118853024271,100.0,201.66892414137422,72.41271057487846,2345 days 00:00:00,64,64,0,0.0,37.5,142.06586811345278,-41.059661890690656,30.991143635679062,-9.08728269500538,80 days 03:00:00,16 days 06:36:00,1.8050887991880502,80.62096497836319,0.5493257993323467,0.22337371194981137,1.132351779630915,0.8331606374662989,0
Least Total Fees Paid,50,54,0,4425,4426 days 00:00:00,1000.0,6146.251500233787,514.6251500233788,5296.118853024271,100.0,56.691018579569544,84.30245219122887,2117 days 00:00:00,27,27,0,0.0,29.629629629629626,1224.0508020731513,-21.882149503639585,187.2090712318957,-13.799858308120951,214 days 12:00:00,47 days 07:34:44.210526316,2.8682297456660097,190.6019074160662,0.5448068109879403,0.1916206725052458,1.1255148190131365,0.8376835034286135,0
Least Worst Trade [%],2,50,0,4425,4426 days 00:00:00,1000.0,6080.037377402409,508.00373774024087,5296.118853024271,100.0,472.809813674084,81.79699945625075,2083 days 00:00:00,110,110,0,0.0,24.545454545454547,160.74308120676852,-41.5539565284216,31.79346509024854,-5.403265923012503,70 days 22:13:20,7 days 20:14:27.469879518,1.4171957509093316,46.18215797638554,0.5474745061663278,0.19622216822550648,1.1321398745134348,0.8263317283267695,0
Mean Total Trades,10,34,0,4425,4426 days 00:00:00,1000.0,5920.072669565905,492.0072669565905,5296.118853024271,100.0,221.45927070189987,67.99440663198736,2068 days 00:00:00,70,70,0,0.0,32.857142857142854,142.06586811345278,-40.72546894237961,32.51556254473872,-7.805986989733514,79 days 22:57:23.478260870,15 days 11:44:40.851063829,1.75167539332327,70.28675242237004,0.5428922438415869,0.2323058578572216,1.1306903621897741,0.8238719124824619,0
Median Profit Factor,15,22,0,4425,4426 days 00:00:00,1000.0,4864.9688404629305,386.4968840462931,5296.118853024271,100.0,173.78841661538817,73.73386679327024,2216 days 00:00:00,74,73,1,-37.831867882788174,35.61643835616438,217.951179112667,-39.20304577152462,30.44279202100155,-8.608023407456795,68 days 02:46:09.230769231,16 days 06:38:17.872340425,1.73091478955319,53.463023401996125,0.5129425721833644,0.18900628972075664,1.1233322438244913,0.7677340344692907,0
Median Win Rate [%],17,49,0,4425,4426 days 00:00:00,1000.0,4816.416869992385,381.64168699923846,5296.118853024271,100.0,185.08323793125706,66.97116794846929,2070 days 00:00:00,52,52,0,0.0,36.53846153846153,197.60151794520064,-31.601021282863464,39.1531517354655,-9.949415271737902,102 days 22:44:12.631578947,18 days 00:43:38.181818182,1.5274976521621528,73.3926321152382,0.5049157872812217,0.20668537889971794,1.1184530444437504,0.7810831630805843,0
Least Win Rate [%],2,53,0,4425,4426 days 00:00:00,1000.0,4282.01700104196,328.20170010419594,5296.118853024271,100.0,404.1292131237516,83.81948273443412,2104 days 00:00:00,113,113,0,0.0,22.123893805309734,160.74308120676852,-41.5539565284216,34.13279764046085,-5.391928395940952,75 days 04:48:00,7 days 16:54:32.727272727,1.319418772473617,29.044398239309444,0.49191491839709545,0.1520312979362058,1.1181436547773416,0.7408948156086749,0
Mean Worst Trade [%],4,8,0,4425,4426 days 00:00:00,1000.0,4156.373798130436,315.6373798130436,5296.118853024271,100.0,762.2910033182333,77.12551250232355,2042 days 00:00:00,234,234,0,0.0,29.48717948717949,136.02985698128552,-35.48295584948003,15.690488236253387,-4.418474627468623,23 days 08:41:44.347826087,5 days 09:27:16.363636363,1.2191481202971703,13.488776915087342,0.4868294061593599,0.16164081514055234,1.1163891558306571,0.7349764898998502,0
Most Total Trades,2,3,0,4425,4426 days 00:00:00,1000.0,4083.742585126638,308.3742585126638,5296.118853024271,100.0,736.48943703583,83.51357033305682,4014 days 00:00:00,528,527,1,-4.0837425851264015,33.586337760910816,131.329149905605,-41.553956528421594,8.138285375191836,-3.1293249518441266,8 days 07:03:03.050847457,2 days 15:25:42.857142857,1.3166482674967208,5.859252993760471,0.48419982795554845,0.1473202793721546,1.117858239141571,0.7332858259006131,1
Least Avg Winning Trade [%],2,3,0,4425,4426 days 00:00:00,1000.0,4083.742585126638,308.3742585126638,5296.118853024271,100.0,736.48943703583,83.51357033305682,4014 days 00:00:00,528,527,1,-4.0837425851264015,33.586337760910816,131.329149905605,-41.553956528421594,8.138285375191836,-3.1293249518441266,8 days 07:03:03.050847457,2 days 15:25:42.857142857,1.3166482674967208,5.859252993760471,0.48419982795554845,0.1473202793721546,1.117858239141571,0.7332858259006131,1
Most Avg Losing Trade [%],2,3,0,4425,4426 days 00:00:00,1000.0,4083.742585126638,308.3742585126638,5296.118853024271,100.0,736.48943703583,83.51357033305682,4014 days 00:00:00,528,527,1,-4.0837425851264015,33.586337760910816,131.329149905605,-41.553956528421594,8.138285375191836,-3.1293249518441266,8 days 07:03:03.050847457,2 days 15:25:42.857142857,1.3166482674967208,5.859252993760471,0.48419982795554845,0.1473202793721546,1.117858239141571,0.7332858259006131,1
Mean Best Trade [%],2,15,0,4425,4426 days 00:00:00,1000.0,4076.3660639757386,307.63660639757387,5296.118853024271,100.0,584.1392943071329,72.8778134194508,2004 days 00:00:00,243,242,1,-4.076366063975456,28.09917355371901,242.10359099701134,-41.059661890690656,16.63793717610031,-4.144552740591754,24 days 20:07:03.529411764,4 days 15:18:37.241379310,1.2587930863169263,12.72910095057734,0.48241577114573797,0.16859040046556886,1.1164980329481498,0.7396447800026622,1
Least Best Trade [%],2,9,0,4425,4426 days 00:00:00,1000.0,3770.1602594682627,277.0160259468263,5296.118853024271,100.0,806.651186414157,70.39154521736297,1877 days 00:00:00,306,305,1,-3.770160259467957,30.81967213114754,118.56567562211123,-41.05966189069066,11.916068773404637,-3.7875487879039453,16 days 21:26:48.510638298,4 days 05:54:52.890995260,1.2059916386560605,9.094853835172877,0.47166847186049865,0.16430563666576514,1.1121144261899332,0.7042220664683728,1
Mean Avg Losing Trade [%],12,52,0,4425,4426 days 00:00:00,1000.0,3475.299806865538,247.5299806865538,5296.118853024271,100.0,141.6932429303831,78.4203136293968,2107 days 00:00:00,57,57,0,0.0,35.08771929824561,193.20092553741745,-41.44482552780941,35.78087836646887,-9.566461462252432,95 days 09:36:00,17 days 18:48:38.918918918,1.4973665915725685,43.42631240114979,0.45828229601572545,0.13796141797256498,1.1087650159730569,0.687427194552979,0
Most Avg Winning Trade Duration,22,34,0,4425,4426 days 00:00:00,1000.0,3441.605345905184,244.1605345905184,5296.118853024271,100.0,153.37077225943182,77.10917008838356,2106 days 00:00:00,51,51,0,0.0,37.254901960784316,192.89408397442355,-41.44482552780943,36.81646356417852,-10.603705304911735,99 days 20:12:37.894736842,20 days 15:00:00,1.43784173928009,47.874614625591846,0.45658987488331076,0.13915303909282994,1.1091777516331272,0.6837320665283081,0
Least Max Drawdown Duration,2,8,0,4425,4426 days 00:00:00,1000.0,3119.6911246625327,211.96911246625328,5296.118853024271,100.0,727.627296707793,65.79169468249296,1822 days 00:00:00,328,327,1,-3.1196911246620402,30.58103975535168,118.56567562211127,-41.55395652842159,11.793986911605634,-3.8107823551127766,15 days 09:21:36,4 days 00:44:24.317180616,1.1734541506772502,6.49177619506785,0.43979173618839024,0.14951487988921314,1.1047248643704888,0.6591886166601159,1
Mean Avg Winning Trade [%],14,53,0,4425,4426 days 00:00:00,1000.0,2751.7105598142903,175.17105598142905,5296.118853024271,100.0,118.42791300965423,81.52755655234768,2118 days 00:00:00,54,54,0,0.0,31.48148148148148,197.33090821632652,-41.28037716034795,43.773064582975856,-10.074039799234319,109 days 15:31:45.882352940,18 days 16:12:58.378378378,1.3777328341418889,32.439084441005406,0.42102928624756136,0.10678386001017673,1.0996393676979475,0.6298073323706901,0
Most Max Drawdown Duration,2,4,0,4425,4426 days 00:00:00,1000.0,2051.9346887486954,105.19346887486954,5296.118853024271,100.0,622.1844839158725,80.75701785099513,4020 days 00:00:00,466,465,1,-2.051934688748588,32.043010752688176,131.329149905605,-41.553956528421594,9.017592426155236,-3.3487301589360885,10 days 00:48:19.328859060,2 days 21:11:23.544303797,1.1100995125121762,2.2666378998654615,0.3712662472088124,0.07561957818328131,1.0889494893456735,0.5500786435597037,1
Least Avg Winning Trade Duration,2,4,0,4425,4426 days 00:00:00,1000.0,2051.9346887486954,105.19346887486954,5296.118853024271,100.0,622.1844839158725,80.75701785099513,4020 days 00:00:00,466,465,1,-2.051934688748588,32.043010752688176,131.329149905605,-41.553956528421594,9.017592426155236,-3.3487301589360885,10 days 00:48:19.328859060,2 days 21:11:23.544303797,1.1100995125121762,2.2666378998654615,0.3712662472088124,0.07561957818328131,1.0889494893456735,0.5500786435597037,1
Least Total Return [%],4,5,0,4425,4426 days 00:00:00,1000.0,1560.8651428785793,56.08651428785792,5296.118853024271,100.0,471.6809082053487,75.24036990203155,3871 days 00:00:00,302,302,0,0.0,30.4635761589404,119.23139917663363,-41.55395652842159,12.739995624055778,-4.368856497085145,16 days 12:15:39.130434782,4 days 10:24:00,1.0566436778669566,1.8571693472800845,0.328264318101607,0.049707566005005706,1.0778485376654152,0.4831840095030266,0
