Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Signal Conversion Rate,Total Period
Most Omega Ratio,STRK_MSTR,EMA,3,17,0,false,0,9,0.7943843636951053,44.44444444444444,2.1344165811694005,3.143816395690761,7.481761257764632,2.8160240063006183,0 days 20:33:20,0.45466087537587707,13.829268292682926,27.65853658536585,43.47668039894296,0,328,13 days 17:00:00,1000.0,1266.8807449306692,26.688074493066914,6.9936862160726365,100.0,22.591781659721597,14.751384172806628,9 days 09:00:00,9,0.0,29.695648817309607,-8.31029816047522,11.47128379475629,-3.5181575235616616,1 days 13:30:00,0 days 07:00:00,29.65341610340764,5.061215654763453,3679.7977479952574,1.2247521416957619,0.1311856201470094,6.1768210007342335,1.0598816610828707,0.46222222222222226,-0.022709351469719145,None,None,0.000839189170918313,5.075416105713957,0.26688074493066805,76.37289355615815,1.2068768938948005,185,185,1.0,19.794973544973544
Most Sortino Ratio,STRK_MSTR,EMA,3,17,0,false,0,9,0.7943843636951053,44.44444444444444,2.1344165811694005,3.143816395690761,7.481761257764632,2.8160240063006183,0 days 20:33:20,0.45466087537587707,13.829268292682926,27.65853658536585,43.47668039894296,0,328,13 days 17:00:00,1000.0,1266.8807449306692,26.688074493066914,6.9936862160726365,100.0,22.591781659721597,14.751384172806628,9 days 09:00:00,9,0.0,29.695648817309607,-8.31029816047522,11.47128379475629,-3.5181575235616616,1 days 13:30:00,0 days 07:00:00,29.65341610340764,5.061215654763453,3679.7977479952574,1.2247521416957619,0.1311856201470094,6.1768210007342335,1.0598816610828707,0.46222222222222226,-0.022709351469719145,None,None,0.000839189170918313,5.075416105713957,0.26688074493066805,76.37289355615815,1.2068768938948005,185,185,1.0,19.794973544973544
Median Win Rate [%],STRK_MSTR,EMA,19,36,0,false,0,3,0.3564754629291245,33.33333333333333,3.099634243456882,7.448626370304646,5.41832883294025,1.8819943698993586,2 days 23:19:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,34.336350828965315,0,328,13 days 17:00:00,1000.0,1201.557642995641,20.155764299564087,6.9936862160726365,100.0,7.211665359811683,22.452066586248694,9 days 09:00:00,3,0.0,29.785174688443217,-6.9553218701266974,29.785174688443217,-3.719647788764635,5 days 05:00:00,1 days 20:30:00,67.18588099854698,3.7115331377626313,587.1551345674739,1.146978744267723,0.1401545646300979,4.483829116934318,0.927141151616409,0.5741626794258373,-0.028245093241563383,None,None,0.0007243932997106505,4.381130676650015,0.20155764299564205,28.237718088180742,1.420623604807844,214,214,1.0,19.794973544973544
Least Max Drawdown Duration,STRK_MSTR,EMA,2,20,0,false,0,12,0.33710505093506654,33.33333333333333,1.9074370563263068,2.1724618765187156,6.855058038646486,2.4554557899170657,0 days 14:49:59.999999999,0.6062145005011694,18.4390243902439,36.8780487804878,40.05807752800363,0,328,13 days 17:00:00,1000.0,1241.6637352819137,24.166373528191365,6.9936862160726365,100.0,30.92616201315692,18.669167771299445,7 days 06:00:00,12,0.0,29.695648817309607,-3.388978205744078,11.514173949317541,-2.498394159880696,1 days 10:45:00,0 days 04:52:30,20.138644606826105,4.622382201367971,1700.092079632462,1.2052458188854118,0.19183659898254166,5.871158172076313,1.0847212369968706,0.43668122270742354,-0.0244373398393809,None,None,0.0007832970420367745,4.737380510238412,0.24166373528191176,52.465480949819536,1.2334415628668913,178,178,1.0,19.794973544973544
Mean Win Rate [%],STRK_MSTR,EMA,3,15,0,false,0,11,0.3007121548036105,36.36363636363637,1.745034514189567,2.162671482911361,6.1548305807489445,2.0099942492558114,0 days 16:32:43.636363635,0.5556966254594053,16.902439024390244,33.80487804878049,36.55442286969691,0,328,13 days 17:00:00,1000.0,1210.5095529147827,21.05095529147827,6.9936862160726365,100.0,26.631621578851817,16.248550145358973,9 days 09:00:00,11,0.0,29.69564881730961,-8.310298160475227,11.4493214281246,-3.1439856286390606,1 days 10:30:00,0 days 06:17:08.571428571,19.1372320831621,4.204543667073469,989.9591371716061,1.183730028955698,0.11281950877342045,5.986212538756109,1.0560728689702794,0.44933920704845814,-0.025347409800348476,None,None,0.0007027112948943135,4.249997911520808,0.2105095529147809,32.51220800979514,1.2165109184916303,182,182,1.0,19.794973544973544
Least Total Trades,STRK_MSTR,EMA,37,88,0,false,0,2,0.0816394983982867,50.0,1.9140780248115103,4.581943054007512,2.88660312682278,0.13269251637622134,4 days 14:30:00,0.10103575008352823,3.073170731707317,6.146341463414634,14.081093287925526,0,328,13 days 17:00:00,1000.0,1079.21696038829,7.921696038829008,6.9936862160726365,100.0,4.411060982939999,29.25802002232959,9 days 09:00:00,2,0.0,16.604607746254437,-7.440721638239413,16.604607746254437,-7.440721638239413,7 days 10:00:00,1 days 19:00:00,39.608480194145066,2.0325811899597985,22.60251101688819,1.0754940669800772,0.002298098037023718,3.699360246993243,0.9066148333220483,0.5817307692307693,-0.0326223827943308,None,None,0.0004065699325921928,2.458934952317582,0.07921696038829196,3.0610437173626286,1.455946108239164,221,221,1.0,19.794973544973544
Median Avg Winning Trade [%],STRK_MSTR,EMA,56,89,0,false,0,2,0.0725732281010819,50.0,1.6892382918382725,4.724634778304086,2.8197678578990306,0.09760151024392395,4 days 13:00:00,0.10103575008352823,3.073170731707317,6.146341463414634,14.519609318690605,0,328,13 days 17:00:00,1000.0,1076.7628055293344,7.67628055293344,6.9936862160726365,100.0,4.4531164138141985,27.81966825190041,9 days 09:00:00,2,0.0,18.832433237768022,-9.38316368115985,18.832433237768022,-9.38316368115985,7 days 14:00:00,1 days 12:00:00,38.38140276466719,2.007811743989986,22.161566463711377,1.0746895257560225,-0.1603282965732624,3.5413230870930077,0.9289689120941889,0.5592417061611374,-0.0315409021061336,None,None,0.0003899664968236506,2.358517372789439,0.0767628055293359,2.894593283290194,1.4137162540408066,218,218,1.0,19.794973544973544
Mean Calmar Ratio,STRK_MSTR,EMA,6,27,0,false,0,6,0.05184932211771197,33.33333333333333,1.5666104902427245,2.1963667662760824,3.5045682873696244,0.49816609223688024,1 days 06:39:59.999999999,0.3031072502505847,9.21951219512195,18.4390243902439,20.249430186642904,0,328,13 days 17:00:00,1000.0,1104.7770354866448,10.477703548664476,6.9936862160726365,100.0,13.76772893682511,22.39988633866197,9 days 09:00:00,6,0.0,24.919855947933144,-8.310298160475224,14.09278627667914,-3.7518429889254445,2 days 06:30:00,0 days 18:45:00,17.462839247774085,2.4923810966530127,58.921312990961134,1.1059803807888624,-0.09209288742933329,6.513502711698282,0.9145606994984824,0.46222222222222226,-0.026323923236899333,None,None,0.0004380191289082737,2.6491396916372394,0.10477703548664374,5.24477438961378,1.2791944685702372,184,184,1.0,19.794973544973544
Median Worst Trade [%],STRK_MSTR,EMA,47,76,0,false,0,2,0.030913016716345765,50.0,1.381433161249711,3.14746823721073,2.2046833901879443,-0.34509701427560713,4 days 15:00:00,0.10103575008352823,3.073170731707317,6.146341463414634,9.67270726557444,0,328,13 days 17:00:00,1000.0,1045.801859841255,4.580185984125501,6.9936862160726365,100.0,4.377612433843868,29.895121935408596,9 days 09:00:00,2,0.0,16.604607746254437,-10.309671271832977,16.604607746254437,-10.309671271832977,7 days 10:00:00,1 days 20:00:00,22.900929920627497,1.5547130663201407,7.677022660992054,1.0570582461220046,0.015387080238150051,3.672097509237032,0.9161171466390707,0.5741626794258373,-0.03262238279433082,None,None,0.0003113182055801206,1.8828525073485696,0.045801859841256176,1.2779180044855583,1.4575122525495463,222,222,1.0,19.794973544973544
Most Worst Trade [%],STRK_MSTR,EMA,10,34,0,false,0,5,0.03009016725453595,20.0,2.0513303094934168,2.914811195833566,3.9013477118538393,0.7965560675797024,1 days 16:48:00,0.2525893752088206,7.682926829268292,15.365853658536585,22.3942811387213,0,328,13 days 17:00:00,1000.0,1125.6454940623382,12.564549406233825,6.9936862160726365,100.0,11.722903414495915,25.144831057315837,9 days 09:00:00,5,0.0,24.54016100381306,-3.166151338915079,24.54016100381306,-2.4915262561613076,5 days 03:00:00,0 days 20:15:00,25.129098812467625,2.7502886247513794,88.95785847870553,1.1101099435207953,-0.03178796458272921,5.18734645724179,0.8900019374778788,0.5446009389671361,-0.026877152271005237,None,None,0.0005102767869652433,3.0861540075657916,0.12564549406233794,7.808768636066617,1.3504716885403292,204,204,1.0,19.794973544973544
Most Best Trade [%],STRK_MSTR,EMA,11,25,0,false,0,6,0.019607095405015266,16.666666666666664,1.5064326195635056,3.042355732684274,3.979888333270053,0.8202015102288683,1 days 09:19:59.999999999,0.3031072502505847,9.21951219512195,18.4390243902439,28.04903577938184,0,328,13 days 17:00:00,1000.0,1127.2991821256223,12.729918212562232,6.9936862160726365,100.0,14.711498014173744,24.032426528132305,9 days 09:00:00,6,0.0,37.90423456602002,-7.507925833296254,37.90423456602002,-3.930020033982874,4 days 18:00:00,0 days 17:12:00,21.216530354270397,2.79287584017368,96.9515317554435,1.1133768622370117,0.0065889108340077135,5.530656591820077,0.8985146607526762,0.5302325581395348,-0.026877152271005334,None,None,0.0005099212694155705,3.08400383742537,0.12729918212562086,8.0497244899215,1.3289524509066197,200,200,1.0,19.794973544973544
Most Avg Winning Trade [%],STRK_MSTR,EMA,11,25,0,false,0,6,0.019607095405015266,16.666666666666664,1.5064326195635056,3.042355732684274,3.979888333270053,0.8202015102288683,1 days 09:19:59.999999999,0.3031072502505847,9.21951219512195,18.4390243902439,28.04903577938184,0,328,13 days 17:00:00,1000.0,1127.2991821256223,12.729918212562232,6.9936862160726365,100.0,14.711498014173744,24.032426528132305,9 days 09:00:00,6,0.0,37.90423456602002,-7.507925833296254,37.90423456602002,-3.930020033982874,4 days 18:00:00,0 days 17:12:00,21.216530354270397,2.79287584017368,96.9515317554435,1.1133768622370117,0.0065889108340077135,5.530656591820077,0.8985146607526762,0.5302325581395348,-0.026877152271005334,None,None,0.0005099212694155705,3.08400383742537,0.12729918212562086,8.0497244899215,1.3289524509066197,200,200,1.0,19.794973544973544
Median Best Trade [%],STRK_MSTR,EMA,21,60,0,false,0,3,0.019282582351459705,33.33333333333333,1.3948931463332295,2.6143265119181223,2.459527942530346,-0.18911273171906398,2 days 23:59:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,12.05140757932988,0,328,13 days 17:00:00,1000.0,1056.7109111096518,5.671091110965176,6.9936862160726365,100.0,6.622074041102878,30.523018675813418,9 days 09:00:00,3,0.0,20.05220086133776,-9.839984573339335,20.05220086133776,-6.104610662791694,5 days 10:00:00,1 days 19:00:00,18.903637036550627,1.7105075974850779,10.95471887972877,1.0644110354203897,0.15087554667167863,4.201703548233564,0.9110636828598244,0.5592417061611374,-0.030820447119661407,None,None,0.00033807507842969765,2.0446780743428112,0.05671091110965354,1.7566787826569974,1.438620002041147,216,216,1.0,19.794973544973544
Most Avg Losing Trade Duration,STRK_MSTR,EMA,49,67,0,false,0,2,0.01664091555802238,50.0,1.3176649502415176,2.9990594143592855,2.1061608629144364,-0.4125069129867306,4 days 15:30:00,0.10103575008352823,3.073170731707317,6.146341463414634,9.216621614860243,0,328,13 days 17:00:00,1000.0,1041.0874230468266,4.108742304682664,6.9936862160726365,100.0,4.381991757774631,30.21115217909814,9 days 09:00:00,2,0.0,17.059986208925633,-11.061867380207062,17.059986208925633,-11.061867380207062,7 days 09:00:00,1 days 22:00:00,20.54371152341325,1.4865635275706581,6.3604732565781985,1.0542405956929404,0.015187355847597403,3.63123718879579,0.9061241483641802,0.5817307692307693,-0.0326223827943309,None,None,0.0002981568368166616,1.8032525490671694,0.04108742304682744,1.096364636805562,1.4598870068380416,223,223,1.0,19.794973544973544
Median Max Drawdown [%],STRK_MSTR,EMA,45,88,0,false,0,2,0.013419784774407455,50.0,1.3207020962411917,2.586627174897828,1.9647678031667548,-0.4755963619613137,4 days 12:30:00,0.10103575008352823,3.073170731707317,6.146341463414634,7.949146927734788,0,328,13 days 17:00:00,1000.0,1036.675144950095,3.667514495009504,6.9936862160726365,100.0,4.338784286173911,31.480001337522207,9 days 09:00:00,2,0.0,15.118509771102694,-9.945255421307039,15.118509771102694,-9.945255421307039,7 days 11:00:00,1 days 14:00:00,18.337572475047573,1.413096272061176,5.111759138742126,1.0520375161999191,-0.19166263338959064,3.5871721887092303,0.9004727892897612,0.5592417061611374,-0.03154090210613359,None,None,0.00027322631199545346,1.6524727349485024,0.03667514495009705,0.9389167671860308,1.4073713756653743,217,217,1.0,19.794973544973544
Most Avg Winning Trade Duration,STRK_MSTR,EMA,87,89,0,false,0,2,0.012912490567793162,50.0,1.2051710315932307,2.8598390091962216,1.8738038739197829,-0.5397215827022174,4 days 13:00:00,0.10103575008352823,3.073170731707317,6.146341463414634,8.788773540456681,0,328,13 days 17:00:00,1000.0,1032.1904282261123,3.2190428226112315,6.9936862160726365,100.0,4.410399047699538,32.340579061653,9 days 09:00:00,2,0.0,18.927509533254028,-13.207831514861585,18.927509533254028,-13.207831514861585,8 days 00:00:00,1 days 02:00:00,16.095214113056173,1.3431017931528966,4.096161470739015,1.0498716468463583,-0.17085330313006927,3.71753594514169,0.9412642351036313,0.5446009389671361,-0.031540902106133605,None,None,0.0002584643770124669,1.5631925521713999,0.0321904282261134,0.7903857591865913,1.4007147763069496,218,218,1.0,19.794973544973544
Median Omega Ratio,STRK_MSTR,EMA,72,89,0,false,0,2,0.00919492326443703,50.0,1.1973931881040947,2.199098765713808,1.746509596795681,-0.6282727703509098,4 days 12:00:00,0.10103575008352823,3.073170731707317,6.146341463414634,6.758205962925362,0,328,13 days 17:00:00,1000.0,1025.997436021357,2.599743602135709,6.9936862160726365,100.0,4.341430277872842,32.18575434518273,9 days 09:00:00,2,0.0,15.785895274416983,-11.387697742989367,15.785895274416983,-11.387697742989367,7 days 19:00:00,1 days 05:00:00,12.998718010678616,1.2491887522033276,3.046484258399881,1.0463305448074363,-0.1515327237261543,3.675957131948034,0.9371482270883996,0.5373831775700936,-0.031540902106133646,None,None,0.00024111695503590373,1.4582753440571457,0.025997436021357956,0.6028827120196605,1.4049395218672953,216,216,1.0,19.794973544973544
Median Sortino Ratio,STRK_MSTR,EMA,72,89,0,false,0,2,0.00919492326443703,50.0,1.1973931881040947,2.199098765713808,1.746509596795681,-0.6282727703509098,4 days 12:00:00,0.10103575008352823,3.073170731707317,6.146341463414634,6.758205962925362,0,328,13 days 17:00:00,1000.0,1025.997436021357,2.599743602135709,6.9936862160726365,100.0,4.341430277872842,32.18575434518273,9 days 09:00:00,2,0.0,15.785895274416983,-11.387697742989367,15.785895274416983,-11.387697742989367,7 days 19:00:00,1 days 05:00:00,12.998718010678616,1.2491887522033276,3.046484258399881,1.0463305448074363,-0.1515327237261543,3.675957131948034,0.9371482270883996,0.5373831775700936,-0.031540902106133646,None,None,0.00024111695503590373,1.4582753440571457,0.025997436021357956,0.6028827120196605,1.4049395218672953,216,216,1.0,19.794973544973544
Mean Worst Trade [%],STRK_MSTR,EMA,32,39,0,false,0,3,0.00806136679379865,33.33333333333333,1.2708585515883941,2.211874271865958,2.151526371126571,-0.38952601443636103,2 days 23:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,10.196200911772342,0,328,13 days 17:00:00,1000.0,1042.6946349810735,4.269463498107347,6.9936862160726365,100.0,6.581864713728977,31.44456547218109,9 days 09:00:00,3,0.0,20.05220086133776,-10.931574188031883,20.05220086133776,-6.7082890228699394,5 days 10:00:00,1 days 18:30:00,14.231544993691166,1.5025168441601402,6.50054839752454,1.056799738339386,0.1377484413159711,4.466103974731106,0.9122801160023757,0.5518867924528302,-0.028880912560300405,None,None,0.0002929878743264259,1.771990663926224,0.04269463498107462,1.1566630570217318,1.4193458811709392,215,215,1.0,19.794973544973544
Mean Profit Factor,STRK_MSTR,EMA,5,87,0,false,0,5,0.005631731509017391,20.0,1.2969425877092602,1.4682123199208603,2.2928118078357,-0.2794485400085687,1 days 17:24:00,0.2525893752088206,7.682926829268292,15.365853658536585,11.28016782378222,0,328,13 days 17:00:00,1000.0,1050.3931081371309,5.039310813713087,6.9936862160726365,100.0,11.398693524690321,29.193823174009886,9 days 09:00:00,5,0.0,22.03197781188902,-5.059065865873643,22.03197781188902,-3.6727290530711802,5 days 07:00:00,0 days 20:00:00,10.078621627426202,1.617013618662321,9.257756292264247,1.0621792896641287,0.019350653660595397,4.506894914890003,0.9483743657715434,0.5161290322580645,-0.029065392206795722,None,None,0.0003092177206083252,1.870148774239151,0.05039310813713094,1.4689418088188697,1.3919019433234947,207,207,1.0,19.794973544973544
Median Expectancy,STRK_MSTR,EMA,22,49,0,false,0,3,0.004916213275918835,33.33333333333333,1.1265268034398122,1.86394144221034,1.7565178424513297,-0.6486372308544177,2 days 23:59:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,8.592315428725714,0,328,13 days 17:00:00,1000.0,1024.5732095541457,2.4573209554145707,6.9936862160726365,100.0,6.566305312892135,32.490929133053776,9 days 09:00:00,3,0.0,21.900546631353944,-13.693093551331655,21.900546631353944,-8.154361152361458,5 days 09:00:00,1 days 19:30:00,8.191069851381869,1.2312982697753947,2.7965317961644693,1.0461175882815372,0.1292815801399065,4.373276527841149,0.9119999487582627,0.5518867924528302,-0.030820447119661535,None,None,0.00024109840992512108,1.4581631832271322,0.024573209554147102,0.5624699277925835,1.4252433433394214,216,216,1.0,19.794973544973544
