Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
BTC-USD,SMA,76,78,,false,369,0.00023116291234091864,34.417344173441734,0.982165676561481,0.02164152789246354,0.13221495152169002,-1.0299116024422463,1 days 00:38:02.926829267,0.5082352941176471,15.24705882352941,30.49411764705882,0.3299696488074441,0,0,17425,726 days 02:00:00,1000.0,948.6969318231482,-5.130306817685176,171.51561263194876,100.0,813.5478774182386,37.64992960668428,251 days 21:00:00,369,0,0.0,19.991972815573746,-6.622452808530234,2.0541652039495726,-1.0450134591292424,1 days 15:19:50.551181102,0 days 16:55:17.355371900,-0.13903270508632204,0.0940213611728195,-0.06939614421479604,1.0043319453429744,-0.21977071464742978,27.110827778124683,1.0676366197604434,0.35705941904836075,-0.004717367901794632,None,None,3.6754009882483143e-6,0.022228825176925805,-0.05130306817685404,-0.018112582074522376,0.2845352897240021,726.0416666666666
BTC-USD,SMA,3,47,,false,404,0.00021270983861091172,22.277227722772277,0.9933893494593101,0.026867693220805733,0.20429850186143408,-1.0118422488168002,0 days 22:51:32.079207919,0.5564418938307031,16.69325681492109,33.38651362984218,0.4485093029594244,0,0,17425,726 days 02:00:00,1000.0,979.6886943924654,-2.031130560753456,171.51561263194876,100.0,828.7939300148968,35.43665207206403,245 days 12:00:00,404,0,0.0,15.635572738418393,-5.524156551999037,3.343695814311302,-0.923815526200037,2 days 15:04:00,0 days 11:20:03.821656050,-0.05027550892953325,0.14292314061226888,-0.02896021728735413,1.0065295944525394,-0.15072314121557778,25.557403665657308,1.1206220742446775,0.35452778857364936,-0.004717367901794585,None,None,5.635411235822262e-6,0.03408296715425304,-0.020311305607541574,-0.0070966705906596594,0.2869994120190868,726.0416666666666
BTC-USD,SMA,26,38,,false,290,0.0,27.68166089965398,0.9009678501065408,0.0001,-0.47548523620201255,-1.1686654125302554,1 days 07:23:40.069204151,0.3980487804878049,11.982783357245337,23.92424677187948,0.0011982783357245338,0,0,17425,726 days 02:00:00,1000.0,710.7124844005289,-28.928751559947113,171.51561263194876,100.0,541.0174497246226,47.06066809523055,393 days 04:00:00,289,1,-25.142243064834247,26.849016360425736,-5.06602319627428,3.2546784787933833,-1.3233267676079274,2 days 08:49:30,0 days 21:39:37.033492822,-0.9139974828188038,-0.3382945569336598,-0.3351810770319332,0.9843301878828412,-0.1861563312982043,31.787016516208396,1.0608867790521,0.3494927592348796,-0.004620853267986202,None,None,-0.00001306213643724379,-0.07899980117245044,-0.28928751559946975,-0.1117652227917052,0.28104583263211513,726.0416666666666
BTC-USD,SMA,104,105,,false,432,0.0,34.72222222222222,0.8819845440851948,0.0001,-0.5103184091437661,-1.177989325057146,0 days 21:11:06.666666666,0.5950071736011479,17.850215208034435,35.70043041606887,0.0017850215208034435,0,0,17425,726 days 02:00:00,1000.0,694.7205187087652,-30.527948129123477,171.51561263194876,100.0,791.4524529373289,43.0589380898635,316 days 01:00:00,432,0,0.0,25.645006613276202,-10.707854148412634,1.71285708752457,-0.9810938323688454,1 days 05:13:12,0 days 16:54:40.851063829,-0.706665465951934,-0.36807310763725193,-0.38858245210259157,0.9834326069975627,-0.4600080802585831,24.271447779811524,1.0531313743042114,0.3616190029692139,-0.004820273153570879,None,None,-0.000014291058888935707,-0.08643232416028315,-0.3052794812912326,-0.1187534696859679,0.2826104816420187,726.0416666666666
BTC-USD,SMA,27,29,,false,699,0.0,30.515759312320917,0.6771290498134602,0.0001,-2.5119420680843114,-1.4280292261781897,0 days 12:52:57.077363895,0.9613773314203731,28.882639885222382,57.723959827833575,0.0028882639885222383,0,0,17425,726 days 02:00:00,1000.0,265.8630504766884,-73.41369495233117,171.51561263194876,100.0,780.756619181177,74.62934578116963,712 days 02:00:00,698,1,-9.323698602544255,14.52862641289644,-5.255665323773635,1.330445569809282,-0.8276379436499264,0 days 19:44:30.422535211,0 days 09:52:12.371134020,-1.038414399599953,-1.8158753553094207,-0.6515130983292697,0.9197017957925011,-0.31823441607681546,31.95867070577706,1.0994399436243685,0.3399461745482506,-0.004692578113633281,None,None,-0.00006958224111396697,-0.42083339425727223,-0.7341369495233137,-0.3685813184322735,0.27891400525209487,726.0416666666666
BTC-USD,MACD,14,23,13
BTC-USD,MACD,2,21,4
MSTR,MACD,13,21,32
MSTR,MACD,7,8,12
MSTR,MACD,9,13,5
