Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio
AVGO,FALSE,,,13,82,35,38.23529412,5.101173977,8.776458441,494.4839874,147.5732745,0.189726381,1,93.8166574,1.572839631,0,0,3874,3875 days 00:00:00,1000,25221.97078,2422.197078,14841.28526,100,252.9534866,48.68786258,790 days 00:00:00,34,1,7409.515212,211.6079849,-12.38692213,46.13356446,-5.859635697,193 days 18:27:41.538461538,23 days 17:08:34.285714285,1.015557105,0.7297705422,1.185790852
FAST,FALSE,,,40,61,58,50,1.267305471,6.14471872,217.7535659,144.9690866,0.1290390931,1,28.09872267,0.6805853927,0,0,9439,9440 days 00:00:00,1000,13629.70682,1262.970682,116826.0884,100,1666.326957,63.85767025,4038 days 00:00:00,58,0,0,306.2724216,-25.89774853,28.04369102,-10.08808705,180 days 19:02:04.137931036,41 days 17:22:45.517241379,0.4727307002,0.1664332222,1.091165907
DE,FALSE,,,50,62,69,41.17647059,1.496495754,5.129365618,232.0117354,144.7488545,0.1093007468,1,25.35905594,0.6200495523,0,0,13257,13258 days 00:00:00,1000,18455.52992,1745.552992,15818.44524,100,1135.82319,67.30010451,2610 days 00:00:00,68,1,1678.731911,115.1280566,-16.93582215,26.01036764,-7.445946385,204 days 18:51:25.714285714,61 days 06:00:00,0.4296242807,0.1241758232,1.081928959
TEAM,TRUE,50,53,,,49,66.66666667,2.913159521,21.08036891,194.5436579,141.4862966,0.4519104084,1,87.91630389,1.86850794,0,0,2277,2278 days 00:00:00,1000,13531.76186,1253.176186,1091.000003,100,473.3708857,34.68343601,564 days 00:00:00,48,1,3193.666282,53.896734,-15.46731136,10.96154655,-4.798381273,35 days 18:00:00,11 days 21:00:00,1.18638809,1.493540346,1.263900921
MCHP,FALSE,,,29,86,45,42.22222222,1.571526816,5.624296963,323.0486078,140.9073358,0.1181102362,1,38.15534738,0.7598077775,0,0,8001,8002 days 00:00:00,1000,15537.18735,1453.718735,17769.66878,100,925.4096331,71.94650675,5051 days 00:00:00,45,0,0,631.3107149,-28.85501589,55.61059698,-9.424109722,217 days 03:47:22.105263160,44 days 18:27:41.538461538,0.5097611966,0.1852688944,1.099029192
GS,TRUE,20,40,,,78,50,1.980702776,12.08178439,185.6776098,140.6648559,0.2537174721,1,47.10965379,1.031744348,0,0,6456,6457 days 00:00:00,1000,15482.85357,1448.285357,705.0443876,100,1052.947813,37.87337661,1137 days 00:00:00,78,0,0,121.0735964,-12.51141783,15.18088526,-5.517599067,68 days 11:41:32.307692308,24 days 01:13:50.769230769,0.6777938508,0.4422828397,1.15142339
ADSK,FALSE,,,54,67,53,50,1.298060744,5.210420842,231.2845692,138.0486409,0.1115230461,1,25.79355967,0.6507009222,0,0,9980,9981 days 00:00:00,1000,15805.3751,1480.53751,60129.99878,100,1183.822362,74.14687477,4291 days 00:00:00,52,1,2778.577503,225.5502446,-53.71785714,32.43058415,-12.04284035,200 days 12:00:00,48 days 07:23:04.615384615,0.4532466817,0.1432499019,1.088075707
COST,FALSE,,,27,74,53,46.15384615,2.221762987,5.363589479,244.6345721,134.7848882,0.114801444,1,28.08440214,0.8579962891,0,0,9695,9696 days 00:00:00,1000,25831.22665,2483.122665,8442.727384,100,590.2560179,46.60019723,2668 days 00:00:00,52,1,12110.2289,158.8893064,-13.93625,22.88663958,-6.192716779,201 days 08:00:00,44 days 07:42:51.428571428,0.5838627919,0.2794204898,1.113307021
SNPS,TRUE,51,85,,,53,52.83018868,2.336280623,6.38785103,208.2701958,133.8743224,0.1341448716,1,27.93837868,0.7245856391,0,0,8297,8298 days 00:00:00,1000,12038.32038,1103.832038,6577.079458,100,346.4385632,47.91564347,1444 days 00:00:00,53,0,0,78.11156758,-16.92587786,19.8418689,-8.166766081,136 days 18:00:00,53 days 21:07:12,0.4909815112,0.2413742482,1.102096848
MAR,FALSE,,,29,65,42,46.34146341,2.124646403,6.086698337,305.386445,133.203454,0.1309382423,1,39.98676433,1.030956377,0,0,6736,6737 days 00:00:00,1000,15488.28184,1448.828184,1590.477282,100,556.7249597,47.9343463,676 days 00:00:00,41,1,1967.437594,81.63595453,-12.28952574,25.02282367,-5.775065599,181 days 00:00:00,35 days 22:54:32.727272727,0.6923565359,0.3338707042,1.136041124
PFE,TRUE,54,89,,,80,50,1.349977443,6.022735828,161.6841252,122.4879737,0.1264774524,1,20.44939625,0.6220925167,0,0,13283,13284 days 00:00:00,1000,13934.73002,1293.473002,3056.941923,100,1650.144508,58.87057778,4024 days 00:00:00,80,0,0,309.4303968,-22.53447211,19.91014915,-6.942613623,138 days 07:12:00,49 days 15:36:00,0.4253877384,0.1275139324,1.085314187
COST,TRUE,70,82,,,83,51.2195122,2.460685722,8.457968025,157.7142524,122.3946526,0.1797833935,1,28.3544035,0.8176166252,0,0,9695,9696 days 00:00:00,1000,22661.96841,2166.196841,8442.727384,100,688.4501075,62.82781181,2750 days 00:00:00,82,1,8729.39971,122.7951613,-32.29222798,14.38758843,-5.904714608,100 days 21:42:51.428571428,42 days 03:36:00,0.5554529913,0.1984074933,1.111540831
COST,FALSE,,,29,68,57,50,1.913214901,5.76013166,190.1842565,122.2488334,0.1231228142,1,23.41602088,0.8432337233,0,0,9722,9723 days 00:00:00,1000,24362.92203,2336.292203,9389.182351,100,643.497192,43.5438144,1870 days 00:00:00,56,1,12712.60367,158.8893064,-13.93625,19.33877561,-6.564805888,177 days 18:51:25.714285714,38 days 17:08:34.285714286,0.5745432266,0.2924571816,1.111301587
LLY,TRUE,71,89,,,106,53.77358491,2.636396442,7.980124972,144.6875506,117.884368,0.1675826244,1,24.24711945,0.6234927648,0,0,13283,13284 days 00:00:00,1000,16336.88036,1533.688036,21603.41307,100,538.4953098,75.89745801,5312 days 00:00:00,106,0,0,123.8425,-28.45454545,14.88035143,-8.197042279,99 days 05:03:09.473684211,48 days 13:42:51.428571428,0.4320956175,0.1051107961,1.087981964
GE,TRUE,7,54,,,216,38.88888889,2.030005092,13.62260343,198.1294611,116.7429485,0.286074672,1,56.67982062,0.7687913264,0,0,15856,15857 days 00:00:00,1000,43795.9636,4279.59636,4414.050151,100,3383.394421,45.01381062,2867 days 00:00:00,216,0,0,94.2945739,-12.43846144,12.31227297,-3.750007059,76 days 18:17:08.571428571,18 days 12:21:49.090909091,0.5164454644,0.2019266298,1.104977934
PG,TRUE,78,87,,,158,53.16455696,1.877811914,9.948369223,141.8630769,114.274055,0.2089157537,1,29.63743162,0.6920351365,0,0,15882,15883 days 00:00:00,1000,23414.36614,2241.436614,11648.71748,100,2711.286441,47.52358423,4212 days 00:00:00,158,0,0,63.26231003,-16.81309331,8.285864066,-4.004003648,78 days 14:34:17.142857143,41 days 22:42:09.729729729,0.4733774027,0.1581444785,1.094063303
BAC,FALSE,,,12,41,163,37.42331288,1.47976432,12.46558581,200.0132733,113.4115046,0.2617773019,1,52.35893502,0.721922813,0,0,13076,13077 days 00:00:00,1000,33602.16354,3260.216354,858.702706,100,4134.863726,71.50926807,3439 days 00:00:00,163,0,0,107.5352941,-31.57765504,17.56639429,-5.115070695,91 days 22:49:10.819672131,18 days 20:28:14.117647058,0.4854156888,0.1441361551,1.109917391
BAC,TRUE,5,70,,,170,34.31952663,1.407883237,12.92444173,216.4609127,112.5581221,0.2730192719,1,59.09800079,0.7599471307,0,0,13076,13077 days 00:00:00,1000,41649.14759,4064.914759,858.702706,100,5315.878085,64.85032196,3412 days 00:00:00,169,1,4067.253347,108.9298823,-24.02177797,18.40983849,-4.678874516,93 days 00:49:39.310344827,17 days 15:47:01.621621621,0.5089809319,0.1691595981,1.115831614
MRNA,FALSE,,,5,21,37,43.24324324,2.18164188,24.29415627,302.8842641,111.2522549,0.5101772817,2,154.5246705,2.032535206,0,0,1523,1524 days 00:00:00,1000,12206.71777,1120.671777,115.7526895,100,421.0484903,53.75925683,852 days 00:00:00,37,0,0,133.6977619,-18.23272262,32.54962713,-6.543936799,36 days 13:30:00,6 days 17:08:34.285714285,1.239423764,1.526647875,1.293906248
ADP,TRUE,45,57,,,137,54.01459854,1.468165977,12.10568172,134.6043006,110.1605645,0.2542193161,1,34.21901324,0.7625569839,0,0,11317,11318 days 00:00:00,1000,19440.78918,1844.078918,37311.64254,100,2894.436118,49.35363333,2498 days 00:00:00,137,0,0,45.03030343,-20.48045931,9.7420928,-5.519753083,66 days 19:27:34.054054054,33 days 01:54:17.142857143,0.5243664265,0.2034801947,1.105818027
AXP,TRUE,32,36,,,314,50.15974441,1.734316074,23.61016821,143.9483678,109.400202,0.4973976013,1,71.59957283,0.8023496019,0,0,13257,13258 days 00:00:00,1000,52107.19417,5110.719417,7939.583835,100,5473.001479,45.82186971,1777 days 00:00:00,313,1,6051.355057,53.05457998,-17.12429827,7.780499508,-4.561998843,31 days 01:04:12.229299363,17 days 04:36:55.384615384,0.5291578344,0.2509285307,1.109886662
TEAM,TRUE,47,48,,,76,64,2.413899961,32.55208333,111.8425493,108.4533811,0.6927083333,2,77.4742659,1.990058301,0,0,2304,2305 days 00:00:00,1000,16643.55191,1564.355191,1396.571423,100,590.4058938,30.18514336,261 days 00:00:00,75,1,7255.360712,33.52195229,-15.00045457,7.974435731,-4.691831696,19 days 22:00:00,13 days 15:06:40,1.245447283,1.858329249,1.278975906
MS,FALSE,,,20,67,60,40.6779661,1.637619089,7.357525876,195.4391256,107.679959,0.1571268238,1,30.70872904,0.8568953142,0,0,8019,8020 days 00:00:00,1000,18981.23414,1798.123414,1535.612931,100,732.8173938,62.08056499,3428 days 00:00:00,59,1,6450.325735,91.67249838,-16.71679926,26.52050317,-7.324865028,154 days 00:00:00,26 days 00:00:00,0.5765134838,0.2309050093,1.117319807
WFC,FALSE,,,33,72,73,38.88888889,1.680872967,5.431502716,170.2577869,100.3202448,0.1156457453,1,19.68958866,0.6150185409,0,0,13256,13257 days 00:00:00,1000,15152.41931,1415.241931,7978.772218,100,901.6879763,40.43375474,3850 days 00:00:00,72,1,1893.858653,104.0580537,-13.40778272,22.72289935,-5.882983876,206 days 12:51:25.714285714,55 days 01:05:27.272727273,0.4199367615,0.192190012,1.084395173
AXP,FALSE,,,52,60,64,38.0952381,1.691632066,4.752206382,180.9805661,99.71381055,0.1013804028,1,18.3478827,0.6647780561,0,0,13257,13258 days 00:00:00,1000,21541.94029,2054.194029,7939.583835,100,712.174417,57.42886393,2726 days 00:00:00,63,1,9140.164626,108.6963726,-18.71805843,26.96496198,-6.754905648,230 days 22:00:00,62 days 06:46:09.230769231,0.4507995268,0.1535696996,1.085939464
ACN,TRUE,69,74,,,79,64.1025641,1.817122388,13.22706461,101.7633368,98.83773967,0.2813294896,1,28.62902759,0.9759859757,0,0,5897,5898 days 00:00:00,1000,10069.31884,906.9318841,2247.923473,100,889.1968156,34.28560651,753 days 00:00:00,78,1,1131.778573,40.38779607,-24.92837996,8.246955877,-5.240853965,54 days 05:45:36,38 days 09:25:42.857142857,0.6771022246,0.4481238157,1.137679984
AMT,FALSE,,,31,37,57,36.84210526,1.515890275,8.440693025,202.611137,97.67754536,0.1772545535,1,35.91374662,0.9015512115,0,0,6753,6754 days 00:00:00,1000,12548.83481,1154.883481,935.971223,100,1132.070956,57.34587325,1227 days 00:00:00,57,0,0,339.1155217,-18.34040921,37.51892448,-7.111129979,155 days 18:17:08.571428572,25 days 04:39:59.999999999,0.5877346184,0.2554522807,1.128546553
GE,TRUE,63,69,,,222,52.0361991,1.710811629,13.91512404,123.4443385,97.32688148,0.2935398564,1,36.23583342,0.672344976,0,0,15882,15883 days 00:00:00,1000,28490.27109,2749.027109,5401.109254,100,2923.97905,78.9914464,6083 days 00:00:00,221,1,209.0722704,88.44938608,-42.4075281,8.875448744,-5.021770721,48 days 13:46:26.086956522,32 days 04:58:52.075471698,0.4588820455,0.1012955677,1.094562272
JPM,FALSE,,,20,25,143,40.84507042,1.476783158,12.57750221,145.7537035,90.20182247,0.2659875996,1,38.76867773,0.766299011,0,0,11290,11291 days 00:00:00,1000,23516.32736,2251.632736,4687.933921,100,2787.27966,57.4052169,4512 days 00:00:00,142,1,1819.301466,102.6969769,-12.87442496,14.38273108,-4.872291386,82 days 04:33:06.206896552,21 days 16:17:08.571428571,0.507170311,0.1872120006,1.107115647
PDD,TRUE,27,29,,,59,53.44827586,1.404721203,35.30127815,119.4705556,85.02266352,0.7541083384,2,90.09374215,1.696646043,0,0,1643,1644 days 00:00:00,1000,8088.419186,708.8419186,327.9775033,100,747.5278498,59.31539628,241 days 00:00:00,58,1,159.1269626,110.3846222,-36.41169566,17.42271768,-8.352518666,15 days 23:13:32.903225806,12 days 05:19:59.999999999,1.076727551,0.9957092317,1.262251956
TTD,FALSE,,,7,32,39,43.58974359,2.145811287,18.75,214.3337588,83.64724287,0.39375,1,84.39391753,1.673679688,0,0,2080,2081 days 00:00:00,1000,9359.016593,835.9016593,3932.890358,100,325.0338083,46.18779855,642 days 00:00:00,39,0,0,90.84587125,-13.779403,27.00151483,-6.757101391,61 days 00:00:00,11 days 10:54:32.727272727,0.939379857,1.039889358,1.219964749
C,TRUE,17,58,,,121,43.33333333,1.345329357,9.917355372,125.3705954,82.31402726,0.21,1,26.32782503,0.6691019222,0,0,12100,12101 days 00:00:00,1000,17951.34466,1695.134466,331.7949008,100,2286.795917,58.77115124,3381 days 00:00:00,120,1,1906.87322,86.12229831,-25.61746935,15.35620109,-5.799640361,91 days 23:32:18.461538461,31 days 16:56:28.235294117,0.4464005617,0.1548477953,1.095864892
GS,FALSE,,,23,32,67,42.42424242,1.831426102,10.22304833,121.1694457,77.88669603,0.217936803,1,26.40728161,0.9153956547,0,0,6456,6457 days 00:00:00,1000,10107.10364,910.7103642,705.0443876,100,634.0814724,43.37229418,1254 days 00:00:00,66,1,1109.920227,96.81552972,-11.56075164,18.93349237,-5.593180606,105 days 00:00:00,19 days 19:34:44.210526315,0.6100973826,0.3220876953,1.13002661
CSX,FALSE,,,19,83,74,37.83783784,1.59840865,6.649294636,132.1301577,75.75029517,0.1396351873,1,18.45001933,0.6222385634,0,0,11129,11130 days 00:00:00,1000,10777.63167,977.7631672,8197.460947,100,867.3159435,46.96661544,2463 days 00:00:00,74,0,0,89.64043953,-20.14143491,22.54402691,-5.883946199,189 days 09:25:42.857142856,40 days 21:23:28.695652174,0.4279984328,0.1726491366,1.080141585
MRVL,FALSE,,,11,67,60,37.28813559,1.908144597,9.576367473,146.9530284,74.21870119,0.2045122545,1,30.05369514,0.9066848349,0,0,6161,6162 days 00:00:00,1000,15278.86735,1427.886735,697.3333526,100,417.6394987,60.81760617,1191 days 00:00:00,59,1,5608.638679,100.107745,-23.18496016,29.24473869,-7.69567599,120 days 15:16:21.818181818,20 days 21:24:19.459459459,0.5901952716,0.2881932358,1.127389648
WFC,TRUE,62,69,,,180,54.18994413,1.673944049,13.50331925,84.00905881,68.97645763,0.2851538926,1,23.95551013,0.631334609,0,0,13256,13257 days 00:00:00,1000,17549.23002,1654.923002,7978.772218,100,1786.572007,67.23052328,5920 days 00:00:00,179,1,1511.60849,79.07548387,-25.31000414,8.372258652,-5.263166072,53 days 11:22:53.195876289,31 days 13:10:14.634146341,0.4338689841,0.1220811761,1.090583146
ZS,TRUE,35,37,,,54,51.85185185,1.698010224,31.14186851,104.6965516,67.2980589,0.6539792388,2,68.46937113,1.577489822,0,0,1734,1735 days 00:00:00,1000,6653.613788,565.3613788,522.8181781,100,403.9159957,48.11199162,410 days 00:00:00,54,0,0,102.1043183,-27.67720078,16.67154473,-7.486044636,23 days 23:08:34.285714285,13 days 12:00:00,1.043184737,1.018201657,1.229265386
PEP,TRUE,12,42,,,181,44.19889503,1.6305502,13.65419433,92.76286911,62.12145931,0.2867380809,1,26.59864707,0.7392611219,0,0,13256,13257 days 00:00:00,1000,17790.07931,1679.007931,9444.57676,100,2955.204592,45.79987738,1830 days 00:00:00,181,0,0,58.3214221,-12.33055437,9.132395663,-3.669736484,69 days 12:54:00,20 days 18:03:33.861386138,0.4955608059,0.1800921554,1.101503628
CHTR,FALSE,,,9,87,34,50,2.501515598,9.018567639,154.9537033,60.47320837,0.1893899204,1,29.34666954,1.263048951,0,0,3770,3771 days 00:00:00,1000,6268.425913,526.8425913,896.1428397,100,282.7734915,26.54624859,728 days 00:00:00,34,0,0,69.51439519,-8.028496073,17.74030444,-4.416173194,128 days 19:45:52.941176470,20 days 07:03:31.764705882,0.8159422385,0.732391962,1.164952256
XOM,TRUE,60,79,,,136,52.20588235,1.489128699,8.563153255,75.65714765,59.84466893,0.1798262184,1,13.60513875,0.5449276896,0,0,15882,15883 days 00:00:00,1000,11289.37208,1028.937208,6799.960357,100,1589.968724,65.84570658,4266 days 00:00:00,136,0,0,51.55523638,-15.82324416,9.062363397,-4.978492719,91 days 14:32:06.760563380,44 days 02:12:55.384615384,0.3802822973,0.08699460476,1.074145318
ZM,TRUE,58,59,,,39,60.52631579,2.033438719,26.51779484,112.7839413,59.55074954,0.5715282624,2,64.45921,1.878085755,0,0,1433,1434 days 00:00:00,1000,5692.762503,469.2762503,35.19354789,100,331.8651619,48.30702637,1054 days 00:00:00,38,1,406.9727332,431.9807551,-25.26186347,22.77442214,-5.537679386,17 days 13:33:54.782608695,12 days 06:24:00,1.130330657,1.152788039,1.327220852
PANW,TRUE,67,70,,,53,61.53846154,2.298297577,16.4765526,79.91606337,58.70785188,0.352661597,1,28.18332653,1.010159763,0,0,3156,3157 days 00:00:00,1000,5342.916889,434.2916889,2090.175183,100,268.8343098,38.42056957,755 days 00:00:00,52,1,187.2815935,118.7152664,-16.27819169,10.81639512,-5.927428148,49 days 10:30:00,19 days 09:36:00,0.7064428354,0.5564419275,1.144717154
CRWD,TRUE,20,26,,,34,51.51515152,3.168792934,23.63896848,145.9195796,56.94749434,0.5114613181,2,74.63222051,1.881357814,0,0,1396,1397 days 00:00:00,1000,5809.53659,480.953659,512.0517073,100,165.5135655,39.69005428,315 days 00:00:00,33,1,-5.80953659,82.57523807,-18.25875569,20.61563461,-6.751982345,31 days 14:07:03.529411765,18 days 10:30:00,1.221512095,1.470438869,1.251185838
IBM,FALSE,,,13,15,317,37.53943218,1.399717723,19.99243189,97.36915816,55.38155922,0.4198410696,1,40.87957151,0.7477865215,0,0,15856,15857 days 00:00:00,1000,31866.02314,3086.602314,2894.746587,100,7404.328686,55.68092044,3322 days 00:00:00,317,0,0,44.21981449,-12.6827526,9.117937687,-3.208063595,51 days 17:32:46.386554622,11 days 23:23:38.181818181,0.5033389939,0.1489538304,1.104995403
CRWD,FALSE,,,2,24,52,39.21568627,2.142885814,36.53295129,119.2741374,54.76314848,0.782234957,2,93.30039973,2.018714158,0,0,1396,1397 days 00:00:00,1000,6933.328062,593.3328062,512.0517073,100,396.5140485,48.44845142,619 days 00:00:00,51,1,-149.6529445,96.12728098,-11.39440267,20.72533754,-4.556029904,35 days 02:24:00,5 days 06:11:36.774193548,1.289098194,1.359183448,1.260993422
VRTX,TRUE,32,34,,,280,51.97132616,1.368353474,33.02947792,68.58156554,54.00416533,0.6961051261,2,47.73997933,0.8081292154,0,0,8447,8448 days 00:00:00,1000,20114.14264,1911.414264,10329.3335,100,4695.036838,63.57567006,1222 days 00:00:00,279,1,-20.11414264,103.0800752,-33.02521418,9.228290286,-6.127256537,19 days 18:12:24.827586206,12 days 15:13:25.970149253,0.5019032403,0.2177903928,1.115461163
ACN,FALSE,,,29,30,51,42,1.997765559,8.47888757,111.9620362,53.97618827,0.1816177717,1,20.33429554,0.9043634908,0,0,5897,5898 days 00:00:00,1000,7223.88951,622.388951,2247.923473,100,343.5615034,42.21397287,753 days 00:00:00,50,1,625.7876987,49.00908012,-11.12024108,19.37213446,-5.587250671,143 days 16:00:00,26 days 03:18:37.241379310,0.6165585159,0.3083675082,1.123974699
DDOG,TRUE,85,87,,,36,62.85714286,2.392960662,26.37528259,104.2173328,52.63501659,0.569706104,2,59.37325066,1.581298628,0,0,1327,1328 days 00:00:00,1000,4377.874352,337.7874352,288.7883048,100,253.2699447,42.09158157,380 days 00:00:00,35,1,-269.7322971,180.6278125,-20.79768925,14.90912352,-6.169443586,25 days 14:10:54.545454545,12 days 12:55:23.076923076,1.044862242,1.189195607,1.232866473
BMY,TRUE,62,80,,,109,55.55555556,1.389867719,8.147254074,61.41707503,51.69787461,0.1726765238,1,10.60528702,0.5561128781,0,0,13256,13257 days 00:00:00,1000,9142.260372,814.2260372,2990.482955,100,1047.336084,50.76401975,2494 days 00:00:00,108,1,1509.216268,65.51261486,-22.56969242,9.601912392,-6.219267036,90 days 06:00:00,47 days 16:30:00,0.3797203253,0.1237520012,1.075114654
BMY,FALSE,,,79,89,45,34.09090909,1.518957531,3.31925166,148.4083979,51.10482022,0.07128847314,1,10.57980809,0.543217309,0,0,13256,13257 days 00:00:00,1000,8804.682621,780.4682621,2990.482955,100,428.5421968,59.59523917,6035 days 00:00:00,44,1,1274.713112,253.3923077,-24.37493533,43.43427477,-8.006856934,411 days 14:24:00,75 days 17:22:45.517241379,0.3741957495,0.1035671621,1.069775279
ZS,FALSE,,,2,31,49,48.97959184,1.636506671,28.70533099,92.35006321,50.88157753,0.6028119508,2,55.66972176,1.496450095,0,0,1707,1708 days 00:00:00,1000,5525.153097,452.5153097,459.2727199,100,385.9332699,59.94924932,779 days 00:00:00,49,0,0,118.7525232,-14.779379,17.2730401,-6.373374978,36 days 13:00:00,4 days 19:12:00,0.9645710236,0.7354848181,1.217022335
DDOG,TRUE,18,20,,,58,61.40350877,1.378564826,42.09748892,62.8261437,50.48014301,0.8995568685,2,56.51568909,1.674285019,0,0,1354,1355 days 00:00:00,1000,4507.00463,350.700463,279.8934668,100,493.4026461,53.63018609,814 days 00:00:00,57,1,-74.08556118,157.1660141,-18.37768222,12.83850952,-8.88261854,14 days 21:56:34.285714285,10 days 10:54:32.727272727,1.066159068,0.9326219364,1.234582002
IBM,TRUE,42,60,,,158,50.31847134,1.262222929,9.885404861,63.92320061,48.73511724,0.2089157537,1,13.35456363,0.5481492619,0,0,15882,15883 days 00:00:00,1000,12421.98418,1142.198418,3360.852087,100,2270.498813,62.27632695,6144 days 00:00:00,157,1,1386.041688,85.42858271,-31.35478616,10.24124878,-5.755731583,74 days 03:38:44.050632911,36 days 23:41:32.307692308,0.3805488466,0.09571485957,1.079185958
JD,TRUE,31,35,,,67,55.2238806,1.80798728,25.11244378,57.22689203,47.88319776,0.5273613193,2,30.17924928,1.144512737,0,0,2668,2669 days 00:00:00,1000,4834.201766,383.4201766,67.36842192,100,337.7578399,47.74858337,907 days 00:00:00,67,0,0,66.17086487,-17.84637058,10.55049548,-5.908425818,22 days 16:51:53.513513513,19 days 15:12:00,0.746955691,0.5036098614,1.160630854
V,FALSE,,,18,66,34,45.45454545,2.348272994,7.814349988,138.5844136,47.7219055,0.1690741179,1,23.43103748,1.133747155,0,0,4223,4224 days 00:00:00,1000,6419.687547,541.9687547,2156.000026,100,249.4004982,36.2379494,861 days 00:00:00,33,1,846.4018989,101.8233179,-13.23608084,21.65113526,-4.96170168,174 days 11:12:00,26 days 14:40:00,0.787601414,0.480980092,1.142468992
PANW,FALSE,,,12,21,53,41.50943396,1.733070973,16.93831895,93.38956952,47.16644925,0.355704698,1,33.21910862,1.0600168,0,0,3129,3130 days 00:00:00,1000,5949.647184,494.9647184,2002.540963,100,396.6776585,40.82564445,904 days 00:00:00,53,0,0,121.2665833,-16.39469795,20.49923909,-5.902400249,70 days 07:38:10.909090909,15 days 10:03:52.258064516,0.7650152046,0.5662236484,1.162327044
DUK,TRUE,80,88,,,121,59.50413223,1.568083392,10.71649987,51.10429193,46.0744931,0.2250464972,1,11.50084189,0.6156071474,0,0,11291,11292 days 00:00:00,1000,7183.619323,618.3619323,1570.084024,100,1094.353359,52.18213575,3498 days 00:00:00,121,0,0,40.56801083,-17.43421503,6.364529067,-4.528224413,72 days 14:20:00.000000001,35 days 04:53:52.653061225,0.4388827706,0.1261180861,1.088740605
PEP,FALSE,,,42,44,95,40,1.387524916,7.166566083,68.20822852,41.33832032,0.1504978877,1,10.26519432,0.5403204369,0,0,13256,13257 days 00:00:00,1000,7479.78171,647.978171,9444.57676,100,1196.034927,35.81882562,6536 days 00:00:00,95,0,0,102.8130288,-17.16090641,14.69313607,-4.518363006,161 days 10:06:18.947368422,42 days 12:37:53.684210526,0.3687675689,0.1590354551,1.070114161
CEG,TRUE,24,25,,,36,58.33333333,3.433256425,48.71447903,83.55378373,40.28074973,1.02300406,3,85.47585995,3.334095434,0,0,739,740 days 00:00:00,1000,4007.936214,300.7936214,439.3809364,100,165.4702271,23.04686899,127 days 00:00:00,36,0,0,47.06591778,-9.683723453,9.539292857,-2.73317781,19 days 21:42:51.428571428,3 days 22:24:00,1.880232534,4.266487471,1.45495019
ZM,TRUE,53,54,,,50,55.10204082,1.576164139,33.56164384,64.83414156,40.18645138,0.7191780822,2,46.62729359,1.569538559,0,0,1460,1461 days 00:00:00,1000,4169.795249,316.9795249,38.90323024,100,424.5509786,55.54876322,1081 days 00:00:00,49,1,-7.077687774,101.5936123,-26.48788101,12.07962714,-4.928888972,15 days 12:26:40,10 days 05:27:16.363636363,0.9569951225,0.7716449548,1.266410115
PYPL,TRUE,85,86,,,73,56.94444444,2.120020645,29.82601491,45.39039572,39.1625889,0.6350455675,2,28.82496961,1.187487432,0,0,2414,2415 days 00:00:00,1000,4094.371016,309.4371016,110.5965663,100,412.0584763,42.35576208,1000 days 00:00:00,72,1,-173.7374756,78.6597406,-8.590543614,6.392019609,-2.736019902,23 days 14:02:55.609756097,13 days 03:05:48.387096774,0.8004201783,0.560591856,1.170379721
MMC,FALSE,,,20,22,187,40.10695187,1.551888849,14.29991588,63.68812457,38.70206889,0.3002982335,1,19.12543131,0.6437092007,0,0,13077,13078 days 00:00:00,1000,12909.6793,1190.96793,7097.616772,100,2073.476308,62.21706699,5417 days 00:00:00,187,0,0,71.83673988,-21.8461291,9.697859878,-3.429327856,76 days 20:28:48,19 days 11:34:17.142857143,0.4470904968,0.1189415102,1.089811444
TMUS,FALSE,,,5,65,59,37.28813559,2.091559568,13.24651998,76.31761501,38.54425,0.2781769196,1,21.22979906,0.8398095064,0,0,4454,4455 days 00:00:00,1000,5502.739286,450.2739286,306.9708164,100,342.8060216,51.04190565,1083 days 00:00:00,59,0,0,141.1147096,-20.06372558,19.26560188,-4.291236935,106 days 22:54:32.727272728,14 days 18:48:38.918918919,0.5982032595,0.2937625615,1.126386108
PYPL,TRUE,53,55,,,55,51.85185185,1.982970529,22.62253875,57.97098676,37.26326054,0.4838709677,1,28.05047746,1.355923078,0,0,2387,2388 days 00:00:00,1000,4899.002306,389.9002306,136.6112851,100,307.8817696,36.09441814,575 days 00:00:00,54,1,768.5690208,83.91982905,-12.56898686,10.66971156,-4.310392382,30 days 13:42:51.428571428,16 days 00:00:00,0.9319365253,0.7616555422,1.205670441
