Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Strategy Type,Signal Count,Position Count,Signal Entry,Signal Exit,Ticker,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration
Mean Profit Factor,12,19,2,0,3864,3865 days 00:00:00,1000.0,739.5627151753569,-26.043728482464314,18258.0402432391,100.0,545.0996725775069,40.06238279980491,1605 days 00:00:00,284,284,0,0.0,41.54929577464789,12.116179576641029,-10.261100422514385,2.445249008015956,-1.842871933669761,1 days 00:00:00,1 days 00:00:00,0.9134356790088881,-0.9170326930445203,-0.10473923034657541,-0.07011392639577595,0.9454227585194669,-0.16179158797997106,14,2.3537225684405043,76.88607109809787,3.4204319312289697,0.032870122928915016,-0.061187880434146136,-0.0009990009990009537,None,None,-0.00004488741633874691,-0.011311628917364222,-0.26043728482464346,-0.01947854107910396,0.12997563056654,MACD,284,284,false,false,BTC-USD,-1.0014264251877805,3864,0.07349896480331262,0.6440618084866433,2.2049689440993787,4.409937888198757,-0.13491737611255825,0 days 23:59:59.999999999
Mean Omega Ratio,12,19,2,0,3864,3865 days 00:00:00,1000.0,739.5627151753569,-26.043728482464314,18258.0402432391,100.0,545.0996725775069,40.06238279980491,1605 days 00:00:00,284,284,0,0.0,41.54929577464789,12.116179576641029,-10.261100422514385,2.445249008015956,-1.842871933669761,1 days 00:00:00,1 days 00:00:00,0.9134356790088881,-0.9170326930445203,-0.10473923034657541,-0.07011392639577595,0.9454227585194669,-0.16179158797997106,14,2.3537225684405043,76.88607109809787,3.4204319312289697,0.032870122928915016,-0.061187880434146136,-0.0009990009990009537,None,None,-0.00004488741633874691,-0.011311628917364222,-0.26043728482464346,-0.01947854107910396,0.12997563056654,MACD,284,284,false,false,BTC-USD,-1.0014264251877805,3864,0.07349896480331262,0.6440618084866433,2.2049689440993787,4.409937888198757,-0.13491737611255825,0 days 23:59:59.999999999
Mean Win Rate [%],7,19,12,0,3864,3865 days 00:00:00,1000.0,719.2682294143715,-28.073177058562855,18258.0402432391,100.0,274.2802863788174,38.54784061177492,3859 days 00:00:00,171,171,0,0.0,42.10526315789473,11.73742587886352,-8.059534666832887,2.227143967797665,-1.8797914160938862,1 days 00:00:00,1 days 00:00:00,0.8151309541489851,-1.6417062607346713,-0.2068747092194259,-0.07948522825719362,0.8669979217226579,-0.31203532815472723,14,3.2170026132893677,128.48871480060856,3.0344927260292986,0.02005806281340723,-0.15055546498165429,-0.000999000999000873,None,None,-0.00006656636893862855,-0.016774724972534395,-0.28073177058562837,-0.02125577812573931,0.0975874948932661,MACD,171,171,false,false,BTC-USD,-1.0015375788794725,3864,0.04425465838509317,0.6030661216975689,1.327639751552795,2.65527950310559,-0.19988342012315902,0 days 23:59:59.999999999
Mean Total Trades,2,24,17,0,3864,3865 days 00:00:00,1000.0,704.2490046892241,-29.57509953107759,18258.0402432391,100.0,601.8520849294779,64.30759535210765,1451 days 00:00:00,242,242,0,0.0,42.561983471074385,11.521559323485448,-8.917314080759244,2.5019550354814806,-2.023284785028464,1 days 00:00:00,1 days 00:00:00,0.9170272413350532,-1.2221115508709754,-0.14980376849350052,-0.050646744246022446,0.9194072380385722,-0.2247602564991581,14,1.731216930534231,71.43716772953879,3.200899273171332,0.028746340165025284,-0.09725296059654531,-0.0009990009990009292,None,None,-0.00006083063555029287,-0.015329320158673804,-0.2957509953107764,-0.02260149102725384,0.1231533749269103,MACD,242,242,false,false,BTC-USD,-1.0016198397602958,3864,0.06262939958592133,0.6403882076377714,1.8788819875776397,3.7577639751552794,-0.18272683590344693,0 days 23:59:59.999999999
Median Calmar Ratio,2,24,17,0,3864,3865 days 00:00:00,1000.0,704.2490046892241,-29.57509953107759,18258.0402432391,100.0,601.8520849294779,64.30759535210765,1451 days 00:00:00,242,242,0,0.0,42.561983471074385,11.521559323485448,-8.917314080759244,2.5019550354814806,-2.023284785028464,1 days 00:00:00,1 days 00:00:00,0.9170272413350532,-1.2221115508709754,-0.14980376849350052,-0.050646744246022446,0.9194072380385722,-0.2247602564991581,14,1.731216930534231,71.43716772953879,3.200899273171332,0.028746340165025284,-0.09725296059654531,-0.0009990009990009292,None,None,-0.00006083063555029287,-0.015329320158673804,-0.2957509953107764,-0.02260149102725384,0.1231533749269103,MACD,242,242,false,false,BTC-USD,-1.0016198397602958,3864,0.06262939958592133,0.6403882076377714,1.8788819875776397,3.7577639751552794,-0.18272683590344693,0 days 23:59:59.999999999
Most Avg Winning Trade [%],12,14,17,0,3864,3865 days 00:00:00,1000.0,687.361344638198,-31.263865536180198,18258.0402432391,100.0,216.39843991073988,40.28489629009066,3169 days 00:00:00,125,125,0,0.0,36.8,11.737425878863537,-11.251098556239192,2.9480575229321864,-2.0961987045045696,1 days 00:00:00,1 days 00:00:00,0.7894256382278032,-2.5011092428944135,-0.23763778323247675,-0.08634669599980775,0.8239864609224614,-0.3414571021177053,14,0.7754262433917626,156.30125365330835,3.380026094804379,0.012840670859538784,-0.23991241280784337,-0.000999000999000741,None,None,-0.00007755902739584176,-0.019544874903752122,-0.31263865536180246,-0.024147038183463865,0.09898367283106423,MACD,125,125,false,false,BTC-USD,-1.0017123341344238,3864,0.032349896480331264,0.4557593560858458,0.9704968944099378,1.9409937888198756,-0.23283425156040696,1 days 00:00:00
Median Best Trade [%],7,19,17,0,3864,3865 days 00:00:00,1000.0,682.15080369097,-31.784919630903,18258.0402432391,100.0,250.19303807884646,37.05822737871358,1965 days 00:00:00,141,141,0,0.0,41.13475177304964,11.737425878863544,-11.251098556239198,2.179082968850072,-1.9084832995025403,1 days 00:00:00,1 days 00:00:00,0.7785594130140983,-2.2542496192129793,-0.2777357320549322,-0.09573593307316589,0.805349500042824,-0.4015168312812419,14,1.7046392784659303,171.48925019412158,2.799548262053624,0.016570226196738556,-0.22707306145678507,-0.000999000999000843,None,None,-0.00008280262807586218,-0.02086626227511727,-0.3178491963090311,-0.024631073123752012,0.09041886814341443,MACD,141,141,false,false,BTC-USD,-1.0017408724708379,3864,0.036490683229813664,0.5514195751167262,1.0947204968944098,2.1894409937888195,-0.2485815346693066,0 days 23:59:59.999999999
Median Avg Losing Trade [%],7,19,17,0,3864,3865 days 00:00:00,1000.0,682.15080369097,-31.784919630903,18258.0402432391,100.0,250.19303807884646,37.05822737871358,1965 days 00:00:00,141,141,0,0.0,41.13475177304964,11.737425878863544,-11.251098556239198,2.179082968850072,-1.9084832995025403,1 days 00:00:00,1 days 00:00:00,0.7785594130140983,-2.2542496192129793,-0.2777357320549322,-0.09573593307316589,0.805349500042824,-0.4015168312812419,14,1.7046392784659303,171.48925019412158,2.799548262053624,0.016570226196738556,-0.22707306145678507,-0.000999000999000843,None,None,-0.00008280262807586218,-0.02086626227511727,-0.3178491963090311,-0.024631073123752012,0.09041886814341443,MACD,141,141,false,false,BTC-USD,-1.0017408724708379,3864,0.036490683229813664,0.5514195751167262,1.0947204968944098,2.1894409937888195,-0.2485815346693066,0 days 23:59:59.999999999
Mean Total Fees Paid,12,24,2,0,3864,3865 days 00:00:00,1000.0,678.1128710100027,-32.18871289899973,18258.0402432391,100.0,513.1502584464745,47.15274812732941,1408 days 00:00:00,272,272,0,0.0,41.17647058823529,10.676547597910199,-10.261100422514374,2.520152371819755,-1.9281756971805084,1 days 00:00:00,1 days 00:00:00,0.8921686285003005,-1.183408562463228,-0.15994877427208304,-0.07638721441693971,0.9180223341109756,-0.2390737513590838,14,1.4708778192338623,68.622462465667,3.314216223146407,0.0314918601547905,-0.09651119818039988,-0.0009990009990009448,None,None,-0.00006784960692857937,-0.017098100946002,-0.3218871289899994,-0.025008561122853434,0.12865098696414026,MACD,272,272,false,false,BTC-USD,-1.0017629883859478,3864,0.07039337474120083,0.61826350684617,2.111801242236025,4.22360248447205,-0.20381246820705565,0 days 23:59:59.999999999
Mean Avg Losing Trade [%],2,29,12,0,3864,3865 days 00:00:00,1000.0,663.0569107906267,-33.694308920937324,18258.0402432391,100.0,552.1095903992647,56.11443120069004,1408 days 00:00:00,261,261,0,0.0,39.84674329501915,10.676547597910194,-8.91731408075922,2.6120839572748804,-1.9133520150215275,1 days 00:00:00,1 days 00:00:00,0.8962254692738899,-1.2909696904573789,-0.17640459541249137,-0.06782662403894851,0.9076838543796303,-0.27164139979937363,14,2.4299271472777875,71.13854367324637,3.39968861822189,0.029294274300932094,-0.11011316016012374,-0.0009990009990009396,None,None,-0.0000742909725115607,-0.018721325072913297,-0.3369430892093739,-0.026434848149138546,0.12772410015883728,MACD,261,261,false,false,BTC-USD,-1.0018454504685088,3864,0.06754658385093168,0.5954797011757013,2.0263975155279503,4.052795031055901,-0.22313303417540603,0 days 23:59:59.999999999
Mean Max Drawdown [%],12,29,12,0,3864,3865 days 00:00:00,1000.0,613.9248368805022,-38.60751631194978,18258.0402432391,100.0,194.37878064709204,43.39680467294668,3758 days 00:00:00,116,116,0,0.0,37.93103448275862,11.737425878863528,-11.251098556239205,2.6624245972571092,-2.214724028634882,1 days 00:00:00,1 days 00:00:00,0.720109045953888,-3.3282341648232556,-0.36345168789853005,-0.10376110808669411,0.7418557172054419,-0.4756595654105866,14,-2.805740218605373,173.19723053257178,3.0828226470537263,0.011780104712041887,-0.36477110157240267,0.0,None,None,-0.00010944853653508463,-0.027581031206841328,-0.38607516311949774,-0.03130958694983921,0.09132926686232758,MACD,116,116,false,false,BTC-USD,-1.002114548757567,3864,0.030020703933747412,0.3888502599489323,0.9006211180124223,1.8012422360248446,-0.32852055731676016,0 days 23:59:59.999999999
Least Avg Losing Trade [%],12,29,12,0,3864,3865 days 00:00:00,1000.0,613.9248368805022,-38.60751631194978,18258.0402432391,100.0,194.37878064709204,43.39680467294668,3758 days 00:00:00,116,116,0,0.0,37.93103448275862,11.737425878863528,-11.251098556239205,2.6624245972571092,-2.214724028634882,1 days 00:00:00,1 days 00:00:00,0.720109045953888,-3.3282341648232556,-0.36345168789853005,-0.10376110808669411,0.7418557172054419,-0.4756595654105866,14,-2.805740218605373,173.19723053257178,3.0828226470537263,0.011780104712041887,-0.36477110157240267,0.0,None,None,-0.00010944853653508463,-0.027581031206841328,-0.38607516311949774,-0.03130958694983921,0.09132926686232758,MACD,116,116,false,false,BTC-USD,-1.002114548757567,3864,0.030020703933747412,0.3888502599489323,0.9006211180124223,1.8012422360248446,-0.32852055731676016,0 days 23:59:59.999999999
Median Avg Winning Trade [%],2,34,12,0,3864,3865 days 00:00:00,1000.0,588.2046173981154,-41.179538260188465,18258.0402432391,100.0,491.7561110301303,55.38632898456869,1799 days 00:00:00,258,258,0,0.0,40.69767441860465,11.521559323485459,-8.917314080759237,2.496707230664089,-1.9814465524970566,1 days 00:00:00,1 days 00:00:00,0.8598768551891396,-1.596106134115832,-0.2550833174490377,-0.08825447423785333,0.8694856554327592,-0.3829981639971144,14,2.0195320750603094,71.41218264497877,3.136358971382458,0.02984279243272049,-0.15894210586170643,-0.0009990009990009413,None,None,-0.00010603179582547461,-0.026720012548019603,-0.4117953826018862,-0.0340088795317699,0.12606680986018107,MACD,258,258,false,false,BTC-USD,-1.0022554194049078,3864,0.06677018633540373,0.5736677096676638,2.0031055900621118,4.0062111801242235,-0.3183778207478281,0 days 23:59:59.999999999
Mean Expectancy,2,19,2,0,3864,3865 days 00:00:00,1000.0,507.240187419486,-49.2759812580514,18258.0402432391,100.0,1147.2818262156934,80.07840399858698,2669 days 00:00:00,579,579,0,0.0,43.350604490500864,17.13865756046971,-37.33236902155696,2.6287566882802347,-2.0951880924625503,1 days 00:00:00,1 days 00:00:00,0.9325051525734948,-0.8510532168920815,-0.0960114886532206,-0.07753645734461422,0.961656568046625,-0.13218778973748338,14,-3.9639098319648074,154.6127330047078,3.1935609909011333,0.07450653322212955,-0.04732947421308742,-0.009271007997549372,None,None,-0.00007075271257835777,-0.01782968356974616,-0.4927598125805158,-0.04329118014578459,0.2234943734210651,MACD,579,579,false,false,BTC-USD,-1.0026988647522725,3864,0.1498447204968944,0.6755099674839808,4.495341614906832,8.990683229813664,-0.21276215504175167,0 days 23:59:59.999999999
Mean Sharpe Ratio,2,19,2,0,3864,3865 days 00:00:00,1000.0,507.240187419486,-49.2759812580514,18258.0402432391,100.0,1147.2818262156934,80.07840399858698,2669 days 00:00:00,579,579,0,0.0,43.350604490500864,17.13865756046971,-37.33236902155696,2.6287566882802347,-2.0951880924625503,1 days 00:00:00,1 days 00:00:00,0.9325051525734948,-0.8510532168920815,-0.0960114886532206,-0.07753645734461422,0.961656568046625,-0.13218778973748338,14,-3.9639098319648074,154.6127330047078,3.1935609909011333,0.07450653322212955,-0.04732947421308742,-0.009271007997549372,None,None,-0.00007075271257835777,-0.01782968356974616,-0.4927598125805158,-0.04329118014578459,0.2234943734210651,MACD,579,579,false,false,BTC-USD,-1.0026988647522725,3864,0.1498447204968944,0.6755099674839808,4.495341614906832,8.990683229813664,-0.21276215504175167,0 days 23:59:59.999999999
Median Omega Ratio,2,19,2,0,3864,3865 days 00:00:00,1000.0,507.240187419486,-49.2759812580514,18258.0402432391,100.0,1147.2818262156934,80.07840399858698,2669 days 00:00:00,579,579,0,0.0,43.350604490500864,17.13865756046971,-37.33236902155696,2.6287566882802347,-2.0951880924625503,1 days 00:00:00,1 days 00:00:00,0.9325051525734948,-0.8510532168920815,-0.0960114886532206,-0.07753645734461422,0.961656568046625,-0.13218778973748338,14,-3.9639098319648074,154.6127330047078,3.1935609909011333,0.07450653322212955,-0.04732947421308742,-0.009271007997549372,None,None,-0.00007075271257835777,-0.01782968356974616,-0.4927598125805158,-0.04329118014578459,0.2234943734210651,MACD,579,579,false,false,BTC-USD,-1.0026988647522725,3864,0.1498447204968944,0.6755099674839808,4.495341614906832,8.990683229813664,-0.21276215504175167,0 days 23:59:59.999999999
Least Win Rate [%],7,34,7,0,3864,3865 days 00:00:00,1000.0,488.34931205830793,-51.16506879416921,18258.0402432391,100.0,247.10593304511693,54.80648487472731,3859 days 00:00:00,186,186,0,0.0,34.946236559139784,9.284038462130644,-8.059534666832898,2.380062700474492,-1.8128589842894096,1 days 00:00:00,1 days 00:00:00,0.6574071064809062,-2.750810150224151,-0.5286238478136225,-0.11941221270246709,0.7139692804861263,-0.7532713365169492,14,1.292889847322757,85.02738711250356,3.191862665702684,0.01790887542796945,-0.3475906535923474,-0.0009990009990009138,None,None,-0.00016722711552288495,-0.042141233111767006,-0.5116506879416929,-0.04565572457018274,0.09594153216977823,MACD,186,186,false,false,BTC-USD,-1.002802330814947,3864,0.04813664596273292,0.404689992892432,1.4440993788819874,2.8881987577639747,-0.501955446957893,0 days 23:59:59.999999999
Mean Avg Winning Trade [%],17,29,2,0,3864,3865 days 00:00:00,1000.0,393.5776726131073,-60.64223273868927,18258.0402432391,100.0,348.15457461365816,62.39458527034066,2636 days 00:00:00,234,234,0,0.0,38.46153846153847,23.712150899557336,-8.917314080759226,2.465163831929706,-2.10185614654219,1 days 00:00:00,1 days 00:00:00,0.7342390183837385,-2.5915484076362976,-0.4910299574511765,-0.13509918468594673,0.7411055938519784,-0.7357536661496952,14,5.865374732182216,229.2143975742023,2.798051731890122,0.026015396867533843,-0.3453100009760759,-0.0009990009990009235,None,None,-0.00020900171695996164,-0.05266843267391033,-0.6064223273868934,-0.05898666893969351,0.1290888011476044,MACD,234,234,false,false,BTC-USD,-1.003321398788194,3864,0.06055900621118013,0.4481300501747732,1.8167701863354035,3.633540372670807,-0.6273489148167838,0 days 23:59:59.999999999
Median Total Trades,2,34,17,0,3864,3865 days 00:00:00,1000.0,290.5405708190798,-70.94594291809202,18258.0402432391,100.0,293.1865410540204,75.18697676295012,3797 days 00:00:00,221,221,0,0.0,37.10407239819005,8.156377041637786,-8.91731408075923,2.0268752454408903,-2.0235642283848327,1 days 00:00:00,1 days 00:00:00,0.616428243758871,-3.2102236614521322,-0.8602904562866143,-0.14652891458074757,0.6030394736003908,-1.0947987435408562,14,-1.9558767939061996,71.21970869417557,2.3585543856370865,0.02384105960264901,-0.5206862335716685,-0.000999000999000929,None,None,-0.000297670322631981,-0.07501292130325922,-0.7094594291809211,-0.07742686354841677,0.10493905180897282,MACD,221,221,false,false,BTC-USD,-1.0038857370217684,3864,0.05719461697722567,0.33309053043943404,1.71583850931677,3.43167701863354,-0.8934134908333753,0 days 23:59:59.999999999
Most Max Drawdown [%],2,4,2,0,3864,3865 days 00:00:00,1000.0,257.4774408159451,-74.25225591840548,18258.0402432391,100.0,1274.8917987477548,89.98709057805793,2672 days 00:00:00,716,716,0,0.0,44.97206703910614,25.021922258204192,-15.843648197481544,2.4031122716903597,-2.2014496210697163,1 days 00:00:00,1 days 00:00:00,0.9110728484777106,-1.0370426804246513,-0.31201129035981,-0.13364705135488786,0.8961500339012344,-0.45105473929951007,14,1.1126675565130268,49.58633322345099,2.8893568939647496,0.09614293817356778,-0.13068295980052014,-0.014122091335261468,None,None,-0.0002419080743742391,-0.060960834742308255,-0.7425225591840571,-0.08466537746223557,0.23514013189867625,MACD,716,716,false,false,BTC-USD,-1.004066825077018,3864,0.18530020703933747,0.6176252166455372,5.559006211180124,11.118012422360248,-0.7264673852264939,0 days 23:59:59.999999999
Most Total Trades,2,4,2,0,3864,3865 days 00:00:00,1000.0,257.4774408159451,-74.25225591840548,18258.0402432391,100.0,1274.8917987477548,89.98709057805793,2672 days 00:00:00,716,716,0,0.0,44.97206703910614,25.021922258204192,-15.843648197481544,2.4031122716903597,-2.2014496210697163,1 days 00:00:00,1 days 00:00:00,0.9110728484777106,-1.0370426804246513,-0.31201129035981,-0.13364705135488786,0.8961500339012344,-0.45105473929951007,14,1.1126675565130268,49.58633322345099,2.8893568939647496,0.09614293817356778,-0.13068295980052014,-0.014122091335261468,None,None,-0.0002419080743742391,-0.060960834742308255,-0.7425225591840571,-0.08466537746223557,0.23514013189867625,MACD,716,716,false,false,BTC-USD,-1.004066825077018,3864,0.18530020703933747,0.6176252166455372,5.559006211180124,11.118012422360248,-0.7264673852264939,0 days 23:59:59.999999999
Most Best Trade [%],2,4,2,0,3864,3865 days 00:00:00,1000.0,257.4774408159451,-74.25225591840548,18258.0402432391,100.0,1274.8917987477548,89.98709057805793,2672 days 00:00:00,716,716,0,0.0,44.97206703910614,25.021922258204192,-15.843648197481544,2.4031122716903597,-2.2014496210697163,1 days 00:00:00,1 days 00:00:00,0.9110728484777106,-1.0370426804246513,-0.31201129035981,-0.13364705135488786,0.8961500339012344,-0.45105473929951007,14,1.1126675565130268,49.58633322345099,2.8893568939647496,0.09614293817356778,-0.13068295980052014,-0.014122091335261468,None,None,-0.0002419080743742391,-0.060960834742308255,-0.7425225591840571,-0.08466537746223557,0.23514013189867625,MACD,716,716,false,false,BTC-USD,-1.004066825077018,3864,0.18530020703933747,0.6176252166455372,5.559006211180124,11.118012422360248,-0.7264673852264939,0 days 23:59:59.999999999
Most Avg Winning Trade Duration,2,4,2,0,3864,3865 days 00:00:00,1000.0,257.4774408159451,-74.25225591840548,18258.0402432391,100.0,1274.8917987477548,89.98709057805793,2672 days 00:00:00,716,716,0,0.0,44.97206703910614,25.021922258204192,-15.843648197481544,2.4031122716903597,-2.2014496210697163,1 days 00:00:00,1 days 00:00:00,0.9110728484777106,-1.0370426804246513,-0.31201129035981,-0.13364705135488786,0.8961500339012344,-0.45105473929951007,14,1.1126675565130268,49.58633322345099,2.8893568939647496,0.09614293817356778,-0.13068295980052014,-0.014122091335261468,None,None,-0.0002419080743742391,-0.060960834742308255,-0.7425225591840571,-0.08466537746223557,0.23514013189867625,MACD,716,716,false,false,BTC-USD,-1.004066825077018,3864,0.18530020703933747,0.6176252166455372,5.559006211180124,11.118012422360248,-0.7264673852264939,0 days 23:59:59.999999999
Least Avg Winning Trade Duration,2,4,2,0,3864,3865 days 00:00:00,1000.0,257.4774408159451,-74.25225591840548,18258.0402432391,100.0,1274.8917987477548,89.98709057805793,2672 days 00:00:00,716,716,0,0.0,44.97206703910614,25.021922258204192,-15.843648197481544,2.4031122716903597,-2.2014496210697163,1 days 00:00:00,1 days 00:00:00,0.9110728484777106,-1.0370426804246513,-0.31201129035981,-0.13364705135488786,0.8961500339012344,-0.45105473929951007,14,1.1126675565130268,49.58633322345099,2.8893568939647496,0.09614293817356778,-0.13068295980052014,-0.014122091335261468,None,None,-0.0002419080743742391,-0.060960834742308255,-0.7425225591840571,-0.08466537746223557,0.23514013189867625,MACD,716,716,false,false,BTC-USD,-1.004066825077018,3864,0.18530020703933747,0.6176252166455372,5.559006211180124,11.118012422360248,-0.7264673852264939,0 days 23:59:59.999999999
Most Avg Losing Trade Duration,2,4,2,0,3864,3865 days 00:00:00,1000.0,257.4774408159451,-74.25225591840548,18258.0402432391,100.0,1274.8917987477548,89.98709057805793,2672 days 00:00:00,716,716,0,0.0,44.97206703910614,25.021922258204192,-15.843648197481544,2.4031122716903597,-2.2014496210697163,1 days 00:00:00,1 days 00:00:00,0.9110728484777106,-1.0370426804246513,-0.31201129035981,-0.13364705135488786,0.8961500339012344,-0.45105473929951007,14,1.1126675565130268,49.58633322345099,2.8893568939647496,0.09614293817356778,-0.13068295980052014,-0.014122091335261468,None,None,-0.0002419080743742391,-0.060960834742308255,-0.7425225591840571,-0.08466537746223557,0.23514013189867625,MACD,716,716,false,false,BTC-USD,-1.004066825077018,3864,0.18530020703933747,0.6176252166455372,5.559006211180124,11.118012422360248,-0.7264673852264939,0 days 23:59:59.999999999
Least Avg Losing Trade Duration,2,4,2,0,3864,3865 days 00:00:00,1000.0,257.4774408159451,-74.25225591840548,18258.0402432391,100.0,1274.8917987477548,89.98709057805793,2672 days 00:00:00,716,716,0,0.0,44.97206703910614,25.021922258204192,-15.843648197481544,2.4031122716903597,-2.2014496210697163,1 days 00:00:00,1 days 00:00:00,0.9110728484777106,-1.0370426804246513,-0.31201129035981,-0.13364705135488786,0.8961500339012344,-0.45105473929951007,14,1.1126675565130268,49.58633322345099,2.8893568939647496,0.09614293817356778,-0.13068295980052014,-0.014122091335261468,None,None,-0.0002419080743742391,-0.060960834742308255,-0.7425225591840571,-0.08466537746223557,0.23514013189867625,MACD,716,716,false,false,BTC-USD,-1.004066825077018,3864,0.18530020703933747,0.6176252166455372,5.559006211180124,11.118012422360248,-0.7264673852264939,0 days 23:59:59.999999999
Least Total Return [%],17,34,2,0,3864,3865 days 00:00:00,1000.0,237.59085622888665,-76.24091437711134,18258.0402432391,100.0,240.19669653443574,76.74201577257186,3859 days 00:00:00,221,221,0,0.0,35.74660633484163,7.3947059202017105,-8.917314080759237,1.9258408566969798,-2.0258799497313182,1 days 00:00:00,1 days 00:00:00,0.5159921242651498,-3.4498151301860362,-1.0362566383153238,-0.1653825820690438,0.5420762235446382,-1.2807732455691727,14,-2.704007877479428,70.95150322341051,2.211920222509731,0.023028057173107467,-0.6132738696053656,-0.000999000999000936,None,None,-0.00035061176522822255,-0.08835416483751209,-0.7624091437711142,-0.08945004984825977,0.10261382162508925,MACD,221,221,false,false,BTC-USD,-1.0041757446780382,3864,0.05719461697722567,0.26447211892293326,1.71583850931677,3.43167701863354,-1.0522789222265976,0 days 23:59:59.999999999
Least Best Trade [%],17,34,2,0,3864,3865 days 00:00:00,1000.0,237.59085622888665,-76.24091437711134,18258.0402432391,100.0,240.19669653443574,76.74201577257186,3859 days 00:00:00,221,221,0,0.0,35.74660633484163,7.3947059202017105,-8.917314080759237,1.9258408566969798,-2.0258799497313182,1 days 00:00:00,1 days 00:00:00,0.5159921242651498,-3.4498151301860362,-1.0362566383153238,-0.1653825820690438,0.5420762235446382,-1.2807732455691727,14,-2.704007877479428,70.95150322341051,2.211920222509731,0.023028057173107467,-0.6132738696053656,-0.000999000999000936,None,None,-0.00035061176522822255,-0.08835416483751209,-0.7624091437711142,-0.08945004984825977,0.10261382162508925,MACD,221,221,false,false,BTC-USD,-1.0041757446780382,3864,0.05719461697722567,0.26447211892293326,1.71583850931677,3.43167701863354,-1.0522789222265976,0 days 23:59:59.999999999
Least Avg Winning Trade [%],17,34,2,0,3864,3865 days 00:00:00,1000.0,237.59085622888665,-76.24091437711134,18258.0402432391,100.0,240.19669653443574,76.74201577257186,3859 days 00:00:00,221,221,0,0.0,35.74660633484163,7.3947059202017105,-8.917314080759237,1.9258408566969798,-2.0258799497313182,1 days 00:00:00,1 days 00:00:00,0.5159921242651498,-3.4498151301860362,-1.0362566383153238,-0.1653825820690438,0.5420762235446382,-1.2807732455691727,14,-2.704007877479428,70.95150322341051,2.211920222509731,0.023028057173107467,-0.6132738696053656,-0.000999000999000936,None,None,-0.00035061176522822255,-0.08835416483751209,-0.7624091437711142,-0.08945004984825977,0.10261382162508925,MACD,221,221,false,false,BTC-USD,-1.0041757446780382,3864,0.05719461697722567,0.26447211892293326,1.71583850931677,3.43167701863354,-1.0522789222265976,0 days 23:59:59.999999999
Least Profit Factor,17,34,2,0,3864,3865 days 00:00:00,1000.0,237.59085622888665,-76.24091437711134,18258.0402432391,100.0,240.19669653443574,76.74201577257186,3859 days 00:00:00,221,221,0,0.0,35.74660633484163,7.3947059202017105,-8.917314080759237,1.9258408566969798,-2.0258799497313182,1 days 00:00:00,1 days 00:00:00,0.5159921242651498,-3.4498151301860362,-1.0362566383153238,-0.1653825820690438,0.5420762235446382,-1.2807732455691727,14,-2.704007877479428,70.95150322341051,2.211920222509731,0.023028057173107467,-0.6132738696053656,-0.000999000999000936,None,None,-0.00035061176522822255,-0.08835416483751209,-0.7624091437711142,-0.08945004984825977,0.10261382162508925,MACD,221,221,false,false,BTC-USD,-1.0041757446780382,3864,0.05719461697722567,0.26447211892293326,1.71583850931677,3.43167701863354,-1.0522789222265976,0 days 23:59:59.999999999
Least Expectancy,17,34,2,0,3864,3865 days 00:00:00,1000.0,237.59085622888665,-76.24091437711134,18258.0402432391,100.0,240.19669653443574,76.74201577257186,3859 days 00:00:00,221,221,0,0.0,35.74660633484163,7.3947059202017105,-8.917314080759237,1.9258408566969798,-2.0258799497313182,1 days 00:00:00,1 days 00:00:00,0.5159921242651498,-3.4498151301860362,-1.0362566383153238,-0.1653825820690438,0.5420762235446382,-1.2807732455691727,14,-2.704007877479428,70.95150322341051,2.211920222509731,0.023028057173107467,-0.6132738696053656,-0.000999000999000936,None,None,-0.00035061176522822255,-0.08835416483751209,-0.7624091437711142,-0.08945004984825977,0.10261382162508925,MACD,221,221,false,false,BTC-USD,-1.0041757446780382,3864,0.05719461697722567,0.26447211892293326,1.71583850931677,3.43167701863354,-1.0522789222265976,0 days 23:59:59.999999999
